patient,drug,n_genes_scored,mean_abs_delta,r,r_responder,n_responders,n_plates_even
ACH-000997,Vemurafenib,24693,0.56,0.0865,0.5658,1156,False
ACH-000997,Verapamil,20534,0.5249,0.0535,0.7309,69,False
ACH-000997,Verteporfin,21116,0.6181,0.1666,0.7284,111,False
ACH-000997,Vilanterol,24026,0.5525,0.1701,0.5376,254,True
ACH-000997,Vinblastine (sulfate),24607,0.5564,0.147,0.8257,313,True
ACH-000997,Vismodegib,23639,0.5216,0.0822,0.439,329,False
ACH-000997,Vitamin K4,24276,0.5776,0.1567,0.6496,1110,False
ACH-000997,Volasertib,23981,0.5821,0.113,0.5702,1234,False
ACH-000997,Voriconazole,23957,0.5348,0.0915,0.5277,1103,False
ACH-000997,Vortioxetine,23782,0.5583,0.1363,0.6713,1321,False
ACH-000997,XRK3F2,22963,0.8034,0.0693,0.0522,1840,False
ACH-000997,Zileuton,24088,0.5408,0.0884,0.5127,918,False
ACH-000997,c-Kit-IN-1,23875,1.0672,0.0865,0.3512,3504,True
ACH-000997,crizotinib,20715,0.5484,0.0809,,45,False
ACH-000997,olaparib,23914,1.0475,0.1327,0.5937,1486,True
ACH-000997,palbociclib,23303,0.5889,0.1065,0.4877,1813,False
ACH-000997,venetoclax,23461,0.6105,0.1308,0.606,1568,False
ACH-000997,vincristine,22851,0.7209,0.2017,0.4136,2590,False
ACH-000997,γ-Oryzanol,24015,0.5218,0.0868,0.6723,451,False
ACH-001021,(R)-Verapamil (hydrochloride),26616,0.5149,0.0896,0.5176,702,True
ACH-001021,(S)-Crizotinib,19784,0.5492,0.0163,0.7684,59,False
ACH-001021,18β-Glycyrrhetinic acid,25834,0.5694,0.199,0.6454,545,True
ACH-001021,4EGI-1,25364,0.5633,0.0774,0.6315,1945,False
ACH-001021,5-Azacytidine,22076,0.5656,0.1067,0.6568,309,False
ACH-001021,5-Fluorouracil,22166,0.5594,0.1049,0.5045,329,False
ACH-001021,8-Hydroxyquinoline,26416,0.5287,0.1585,0.7757,901,True
ACH-001021,9-ING-41,24967,0.6216,0.0284,-0.1713,2940,False
ACH-001021,APTO-253,25476,0.5618,0.0819,0.3425,2165,False
ACH-001021,AT7519,25199,0.5372,0.047,0.5888,1179,False
ACH-001021,AZD-7648,24949,0.6628,0.1301,0.2575,2627,False
ACH-001021,AZD-8055,25398,0.5734,0.1043,0.5093,2161,False
ACH-001021,AZD1390,24930,0.5884,0.1172,0.3932,1685,False
ACH-001021,AZD2858,24407,0.82,0.2636,0.3907,969,False
ACH-001021,Abemaciclib,21184,0.6099,0.083,0.4496,3047,False
ACH-001021,Abiraterone acetate,22471,0.5491,0.062,0.5064,721,False
ACH-001021,Acetazolamide,21850,0.5986,0.1626,0.5049,560,False
ACH-001021,Acetohexamide,26589,0.5299,0.1035,0.6905,700,True
ACH-001021,Adagrasib,31315,0.3977,0.1095,0.668,1764,True
ACH-001021,Adenine,26740,0.5076,0.1164,0.7663,985,True
ACH-001021,Adenosine,26593,0.521,0.1311,0.8161,760,True
ACH-001021,Afatinib,27979,0.4639,0.0606,0.114,1599,False
ACH-001021,Aliskiren,26741,0.5157,0.1153,0.7546,714,True
ACH-001021,Allantoin,25832,0.5494,0.1868,0.695,1514,True
ACH-001021,Allopurinol,22984,0.5737,0.099,0.7078,782,False
ACH-001021,Almonertinib (hydrochloride),25859,0.5435,0.2063,0.6526,1007,True
ACH-001021,Almonertinib (mesylate),23957,0.4852,0.0005,0.1992,344,True
ACH-001021,Alpelisib,24684,0.5804,0.1167,0.5068,1589,False
ACH-001021,Altretamine,19024,0.5635,0.049,0.743,62,False
ACH-001021,Amsacrine,26958,0.5265,0.1262,0.8456,816,True
ACH-001021,Anastrozole,26122,0.5542,0.0634,0.6618,1216,False
ACH-001021,Anethole trithione,27206,0.5308,0.1326,0.8515,1588,True
ACH-001021,Apalutamide,18746,0.5579,0.0336,,37,False
ACH-001021,Aprepitant,22015,0.5713,0.1216,0.6311,579,False
ACH-001021,Arbutin,18945,0.5812,0.0821,0.8163,89,False
ACH-001021,Artemether,22979,0.5837,0.1152,0.7587,392,False
ACH-001021,Artesunate,26993,0.5203,0.1165,0.7818,1407,True
ACH-001021,Asciminib,21963,0.5861,0.1283,0.6139,743,False
ACH-001021,Aspirin,22471,0.5617,0.0842,0.7153,422,False
ACH-001021,Ataluren,22583,0.5494,0.0654,0.4497,461,False
ACH-001021,Atazanavir (sulfate),21888,0.5765,0.1495,0.6294,538,False
ACH-001021,Auranofin,21813,0.6116,0.1453,0.2552,343,False
ACH-001021,Azithromycin (hydrate),26142,0.5413,0.1701,0.5924,639,True
ACH-001021,BAY1125976,25236,0.6172,0.0074,0.0726,2116,False
ACH-001021,BI-3406,25140,0.5987,0.158,0.679,2695,False
ACH-001021,BI-78D3,24880,0.638,0.1442,0.1685,2974,False
ACH-001021,Baicalin,26830,0.5296,0.1317,0.8149,765,True
ACH-001021,Balsalazide (sodium hydrate),27241,0.5166,0.1151,0.8622,826,True
ACH-001021,Belinostat,21776,0.6957,0.1835,0.6506,553,False
ACH-001021,Belumosudil,24082,0.4946,0.0305,0.0507,350,True
ACH-001021,Belumosudil (mesylate),25036,0.5841,0.1188,0.4234,1689,False
ACH-001021,Belzutifan,24233,0.9651,0.1419,0.3332,1473,False
ACH-001021,Bendamustine,18772,0.5742,0.054,0.7566,88,False
ACH-001021,Benproperine (phosphate),19600,0.5687,0.0417,0.7408,64,False
ACH-001021,Bentamapimod,24678,0.5881,0.1405,0.2446,2015,False
ACH-001021,Benztropine (mesylate),22237,0.5384,0.0765,0.3327,402,False
ACH-001021,Berbamine,27266,0.4565,0.0367,0.2504,1126,False
ACH-001021,Berbamine (dihydrochloride),24098,0.498,0.0322,0.2589,492,True
ACH-001021,Berberine (chloride hydrate),26757,0.5185,0.1037,0.7267,688,True
ACH-001021,Bergenin,26370,0.5117,0.1178,0.7301,618,True
ACH-001021,Bestatin,18868,0.5577,0.0424,,34,False
ACH-001021,Bestatin (hydrochloride),22231,0.5618,0.0894,0.6903,612,False
ACH-001021,Betamethasone dipropionate,18526,0.5923,0.1138,0.8264,141,False
ACH-001021,Bexarotene,22351,0.5856,0.117,0.668,552,False
ACH-001021,Bicalutamide,23819,0.5658,0.0821,0.6832,546,False
ACH-001021,Bimatoprost,26656,0.5741,0.1669,0.7319,745,True
ACH-001021,Bimiralisib,25138,0.6466,0.1027,0.1593,3104,False
ACH-001021,Binimetinib,27020,0.5744,0.2414,0.7374,3960,True
ACH-001021,Bisoprolol (hemifumarate),18313,0.5978,0.1066,0.6488,180,False
ACH-001021,Bortezomib,24617,0.7605,0.2819,0.6239,3531,False
ACH-001021,Bosentan (hydrate),18403,0.6025,0.1204,0.6046,130,False
ACH-001021,Brimonidine,22352,0.5346,0.0577,0.2984,258,False
ACH-001021,Brivudine,24885,0.6415,0.1774,0.4797,2675,False
ACH-001021,Budesonide,22221,0.6144,0.1521,0.4779,1044,False
ACH-001021,Busulfan,26128,0.5354,0.1707,0.6113,1257,True
ACH-001021,CP21R7,24635,0.5949,0.1379,0.3234,1822,False
ACH-001021,Cabozantinib (S-malate),22041,0.5711,0.104,0.4152,592,False
ACH-001021,Canagliflozin,18227,0.5878,0.0992,0.405,125,False
ACH-001021,Canagliflozin (hemihydrate),22044,0.5902,0.1252,0.3422,422,False
ACH-001021,Capivasertib,25001,0.5504,0.0709,0.477,1030,False
ACH-001021,Capmatinib,24913,0.5816,0.1222,0.5339,1476,False
ACH-001021,Captopril,23178,0.5191,0.1224,0.3305,449,True
ACH-001021,Carbamazepine,21750,0.5777,0.1441,0.5578,535,False
ACH-001021,Celecoxib,24604,0.6616,0.1878,0.1981,2535,False
ACH-001021,Cepharanthine,26013,0.5712,0.1505,0.7127,1008,True
ACH-001021,Chlorhexidine (diacetate),27268,0.4775,0.0976,0.6949,748,False
ACH-001021,Ciclopirox,25812,0.536,0.1984,0.6717,574,True
ACH-001021,Cilostazol,18854,0.583,0.0785,0.6488,57,False
ACH-001021,Cinacalcet,22260,0.5658,0.1058,0.5953,334,False
ACH-001021,Citalopram (hydrobromide),22685,0.5683,0.0912,0.6041,499,False
ACH-001021,Clobetasol propionate,21933,0.5817,0.1414,0.4647,901,False
ACH-001021,Clofarabine,18852,0.5885,0.0893,,29,False
ACH-001021,Clonidine (hydrochloride),27545,0.5152,0.1141,0.8613,1241,True
ACH-001021,Clopidogrel,22164,0.5473,0.0747,0.6254,650,False
ACH-001021,Clotrimazole,26530,0.5441,0.1498,0.7174,642,True
ACH-001021,Cloxacillin (sodium),26593,0.4977,0.1062,0.8135,699,True
ACH-001021,Cobimetinib,18301,0.6283,0.1193,0.5645,224,False
ACH-001021,Crizotinib (hydrochloride),22149,0.5999,0.1304,0.5507,654,False
ACH-001021,Cyclosporin A,22378,0.5688,0.1022,0.6885,622,False
ACH-001021,Cysteamine (hydrochloride),26338,0.5093,0.1084,0.7596,456,True
ACH-001021,Cytarabine,24211,0.4985,0.0358,0.1702,324,True
ACH-001021,Cytarabine (hydrochloride),19713,0.566,0.0389,0.8338,124,False
ACH-001021,DT-061,25054,0.5691,0.0972,0.4588,1367,False
ACH-001021,DTP3,24990,1.2768,0.0351,0.1484,1911,True
ACH-001021,Dabrafenib,25635,0.5461,0.0354,0.3989,1870,False
ACH-001021,Daidzin,24151,0.4915,0.0141,0.1909,419,True
ACH-001021,Dapagliflozin,23380,0.5408,0.0631,0.7707,286,False
ACH-001021,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",18134,0.6,0.1002,0.5798,152,False
ACH-001021,Darinaparsin,26270,0.5415,0.1532,0.7795,961,True
ACH-001021,Darolutamide,22375,0.5691,0.1134,0.6949,594,False
ACH-001021,Decitabine,18338,0.617,0.1344,0.6869,222,False
ACH-001021,Delamanid,21951,0.5666,0.1244,0.7007,543,False
ACH-001021,Demeclocycline,26383,0.5149,0.1303,0.7213,569,True
ACH-001021,Dexamethasone,21868,0.5651,0.1268,0.5326,547,False
ACH-001021,Dexmedetomidine,19293,0.5716,0.0664,,29,False
ACH-001021,Diammonium Glycyrrhizinate,26199,0.5126,0.1137,0.6181,1005,True
ACH-001021,Digitoxin,21693,0.7408,0.2158,0.5605,1003,False
ACH-001021,Dihydroartemisinin,21943,0.5508,0.0883,0.6655,278,False
ACH-001021,Dimethyl fumarate,19360,0.5463,0.0313,,43,False
ACH-001021,Dinaciclib,18043,1.1201,0.5381,0.7848,1681,False
ACH-001021,Diphenhydramine,19925,0.5799,0.0659,0.7221,381,False
ACH-001021,Docetaxel,26853,0.5788,0.1545,0.5006,2335,True
ACH-001021,Docetaxel (Trihydrate),19214,0.588,0.0816,,29,False
ACH-001021,Dorzolamide (hydrochloride),18682,0.5985,0.1018,0.7343,64,False
ACH-001021,Doxorubicin (hydrochloride),19077,0.5991,0.0741,0.7583,114,False
ACH-001021,Doxycycline (monohydrate),18584,0.5848,0.0883,0.6778,104,False
ACH-001021,Drospirenone,22721,0.5823,0.1084,0.6286,981,False
ACH-001021,ERK5-IN-2,25446,0.59,0.0139,0.084,2339,False
ACH-001021,ETC-206,25136,0.5614,0.0903,0.4453,1857,False
ACH-001021,EX229,24717,0.6573,0.1884,0.3959,3131,False
ACH-001021,Econazole,22356,0.5579,0.0799,0.4035,433,False
ACH-001021,Elagolix sodium,25999,0.5473,0.1953,0.6529,1096,True
ACH-001021,Elimusertib hydrochloride,24876,0.6438,0.1719,0.5591,2700,False
ACH-001021,Encorafenib,25000,1.7633,-0.0683,-0.0054,9200,False
ACH-001021,Entecavir (monohydrate),19303,0.526,0.0089,,12,False
ACH-001021,Entrectinib,22502,0.5624,0.0896,0.5451,519,False
ACH-001021,Epirubicin (hydrochloride),18560,0.6033,0.0892,0.3676,66,False
ACH-001021,Eplerenone,19007,0.5576,0.0433,,39,False
ACH-001021,Erdafitinib ,24443,1.6136,0.1497,0.1001,2497,False
ACH-001021,Erlotinib,19555,0.5696,0.049,0.7307,97,False
ACH-001021,Erythromycin,22112,0.5726,0.1183,0.6008,271,False
ACH-001021,Esmolol (hydrochloride),22809,0.5403,0.0456,0.5101,372,False
ACH-001021,Estrone sulfate (potassium),21988,0.5935,0.1327,0.6159,683,False
ACH-001021,Everolimus,26101,0.5426,0.0676,0.5545,1234,False
ACH-001021,Fedratinib (hydrochloride hydrate),21983,0.5655,0.1046,0.6197,470,False
ACH-001021,Fenofibrate,19810,0.5612,0.0333,0.684,210,False
ACH-001021,Ferulic acid,18961,0.5917,0.0879,0.7938,86,False
ACH-001021,Filgotinib,23561,0.5551,0.0528,0.6998,373,False
ACH-001021,Finasteride,18656,0.5798,0.0784,0.5983,72,False
ACH-001021,Fingolimod (hydrochloride),22225,0.5544,0.0798,0.6955,316,False
ACH-001021,Flumatinib (mesylate),23375,0.5025,0.0675,0.273,519,True
ACH-001021,Flutamide,21955,0.5603,0.0957,0.5996,365,False
ACH-001021,Fluvoxamine,19095,0.5866,0.0707,0.7435,97,False
ACH-001021,Fluvoxamine (maleate),26049,0.5286,0.158,0.7584,579,True
ACH-001021,Folic acid,26817,0.5041,0.0951,0.8059,697,True
ACH-001021,Fulvestrant,22656,0.5657,0.0864,0.5959,569,False
ACH-001021,Fumaric acid,23959,0.5038,0.0319,0.1116,445,True
ACH-001021,Furosemide,26350,0.4975,0.1059,0.7855,407,True
ACH-001021,Fusidic acid,26836,0.5142,0.1098,0.818,768,True
ACH-001021,Futibatinib,24514,0.5989,0.15,0.3487,1984,False
ACH-001021,GSK1059615,25154,0.6499,0.0661,0.1323,3110,False
ACH-001021,Gallic acid,26588,0.5106,0.111,0.7913,1112,True
ACH-001021,Gallic acid (hydrate),26190,0.5449,0.1529,0.6751,1027,True
ACH-001021,Gefitinib,22978,0.5273,0.0402,0.6603,244,False
ACH-001021,Gemcitabine,26156,0.5649,0.0732,0.5536,1546,False
ACH-001021,Gemfibrozil,26121,0.5203,0.1441,0.7438,717,True
ACH-001021,Glycyrrhizic acid,18208,0.6052,0.1165,0.4309,184,False
ACH-001021,Goserelin (acetate),27218,0.508,0.0958,0.801,987,True
ACH-001021,HI-TOPK-032,24938,0.6464,0.1746,0.4348,3125,False
ACH-001021,Harringtonine,18483,0.6398,0.0635,0.5745,203,False
ACH-001021,Hesperidin,19387,0.5803,0.0358,0.6626,164,False
ACH-001021,Hexylresorcinol,27241,0.5351,0.1335,0.7841,855,True
ACH-001021,Homoharringtonine,28126,0.8794,0.4887,0.8599,8356,True
ACH-001021,Hydroxyfasudil,24656,0.9256,0.2038,0.577,2438,True
ACH-001021,Hydroxyurea,18028,0.6074,0.1059,0.4392,74,False
ACH-001021,IQ 1,24509,0.6152,0.1824,0.3901,1977,False
ACH-001021,Idarubicin (hydrochloride),27050,0.9277,0.4743,0.7836,5592,True
ACH-001021,Idoxuridine,21870,0.5963,0.1452,0.5214,871,False
ACH-001021,Imiquimod (hydrochloride),21897,0.6141,0.1387,0.4253,477,False
ACH-001021,Imiquimod (maleate),18604,0.5886,0.1025,0.4573,96,False
ACH-001021,Indacaterol (maleate),22321,0.5761,0.1206,0.6282,512,False
ACH-001021,Infigratinib,25331,0.5796,0.1312,0.6198,1376,False
ACH-001021,Ipatasertib,24559,0.7696,0.1896,0.0414,2668,False
ACH-001021,Irinotecan,25912,0.5733,0.1121,0.5644,2067,False
ACH-001021,Irinotecan (hydrochloride),23353,0.5083,0.0096,-0.0545,1626,True
ACH-001021,Isocorydine,26484,0.5177,0.1168,0.7134,725,True
ACH-001021,Ivermectin,22111,0.5447,0.0714,0.5147,305,False
ACH-001021,Ixazomib,24958,0.6017,0.1366,0.5972,1598,False
ACH-001021,Ixazomib citrate,22186,0.6482,0.111,0.4998,372,False
ACH-001021,L-Eflornithine (monohydrochloride),21921,0.5585,0.0958,0.5474,562,False
ACH-001021,L-Thyroxine (sodium salt pentahydrate),25703,0.9188,0.1676,0.2545,617,True
ACH-001021,LB-100,25492,0.5605,0.0767,0.3563,1400,False
ACH-001021,LJI308,24330,0.6426,0.2269,0.381,2076,False
ACH-001021,LY-2584702 (tosylate salt),24151,0.7484,0.2962,0.4667,1900,False
ACH-001021,LY2090314,25333,0.539,0.0719,0.4518,867,False
ACH-001021,Lactate (calcium),22664,0.5693,0.0915,0.553,592,False
ACH-001021,Lapatinib ditosylate,25275,0.5388,0.0757,0.4455,1295,False
ACH-001021,Larotrectinib,26750,0.603,0.1835,0.7012,1093,True
ACH-001021,Lenalidomide (hemihydrate),25682,0.5449,0.2118,0.6093,494,True
ACH-001021,Levobupivacaine (hydrochloride),19832,0.5663,0.0506,0.7831,56,False
ACH-001021,Lidocaine (hydrochloride),25483,0.6897,0.3394,0.5176,1412,True
ACH-001021,Ligustrazine,18931,0.5738,0.0695,0.7908,64,False
ACH-001021,Lipoic acid,26848,0.4917,0.0849,0.7799,546,True
ACH-001021,Lonafarnib,25455,0.6052,0.0804,0.5251,1615,False
ACH-001021,Loperamide (hydrochloride),21933,0.5895,0.1358,0.6343,688,False
ACH-001021,Lopinavir,22072,0.5633,0.1102,0.6749,465,False
ACH-001021,Lucanthone,21766,0.5603,0.0412,0.5817,982,False
ACH-001021,Lumateperone (tosylate),26668,0.5027,0.1128,0.7937,460,True
ACH-001021,MK-3903,24666,0.6476,0.2004,0.3425,2055,False
ACH-001021,MK-8353,24705,0.5789,0.1128,0.5028,1835,False
ACH-001021,ML264,25077,0.5605,0.0844,0.2264,1901,False
ACH-001021,Macitentan,19440,0.5588,0.0323,,37,False
ACH-001021,Malotilate,23065,0.555,0.1652,0.6314,1303,True
ACH-001021,Mebendazole,18924,0.5809,0.0814,0.7139,60,False
ACH-001021,Medroxyprogesterone acetate,25645,0.5689,0.2089,0.6265,814,True
ACH-001021,Megestrol,26915,0.5162,0.0782,0.4431,1210,True
ACH-001021,Meloxicam,22248,0.5562,0.1023,0.6579,551,False
ACH-001021,Menadione,18420,0.5994,0.1154,0.7004,99,False
ACH-001021,Methotrexate,22004,0.5626,0.0822,0.4518,351,False
ACH-001021,Methyl aminolevulinate (hydrochloride),22458,0.5479,0.0726,0.5172,281,False
ACH-001021,Methylprednisolone succinate,20029,0.5963,0.0863,0.1993,2684,False
ACH-001021,Methylthiouracil,23335,0.5336,0.0693,0.6792,261,False
ACH-001021,Mifepristone,18628,0.5717,0.0629,0.609,113,False
ACH-001021,Minodronic acid,25932,0.5582,0.0801,0.7228,1557,False
ACH-001021,Mitoxantrone (dihydrochloride),26433,0.6173,0.1821,0.5981,1233,True
ACH-001021,Monocrotaline,18207,0.5658,0.0665,0.7016,75,False
ACH-001021,Mozavaptan,18736,0.5841,0.0601,0.6682,113,False
ACH-001021,NG25,24688,0.6408,0.1769,0.5198,1578,False
ACH-001021,NVP-BHG712,24832,0.6303,0.1115,0.2104,2368,False
ACH-001021,Nafamostat (mesylate),21993,0.5958,0.1435,0.5156,639,False
ACH-001021,Naproxen,23296,0.4998,0.0411,0.1122,232,True
ACH-001021,Neratinib,21645,0.5848,0.1198,0.487,345,False
ACH-001021,Neratinib (maleate),26499,0.535,0.1432,0.7864,869,True
ACH-001021,Nevirapine,18935,0.5701,0.0758,0.7694,51,False
ACH-001021,Niclosamide (olamine),19862,0.6431,0.0852,0.7458,66,False
ACH-001021,Norepinephrine (hydrochloride),26129,0.5199,0.141,0.7667,641,True
ACH-001021,OTS514,24425,0.5887,0.1463,0.5028,1097,False
ACH-001021,Olanzapine,26622,0.5266,0.1208,0.8125,737,True
ACH-001021,Oleic acid,25538,0.5742,0.1034,0.546,1647,False
ACH-001021,Omeprazole,23449,0.5516,0.0728,0.6524,337,False
ACH-001021,Omeprazole (sodium),22695,0.5479,0.0777,0.6311,288,False
ACH-001021,Orlistat,18234,0.5858,0.0976,0.6542,104,False
ACH-001021,Osimertinib (mesylate),22031,0.5647,0.1128,0.6229,434,False
ACH-001021,Ouabain (Octahydrate),23230,0.7574,0.1973,0.6973,1692,False
ACH-001021,Oxaliplatin,25585,0.5778,0.1078,0.6234,2444,False
ACH-001021,Oxaprozin,21596,0.651,0.2449,0.6004,525,False
ACH-001021,PF-06260933,24806,1.3129,0.1493,0.4497,1963,True
ACH-001021,PH-797804,24728,0.6544,0.071,-0.059,1898,False
ACH-001021,Paclitaxel,26435,0.5548,0.0602,0.3494,2307,False
ACH-001021,Palmatine (chloride),26193,0.5308,0.1116,0.6154,1110,True
ACH-001021,Panobinostat,23292,0.9439,0.4385,0.8519,4193,False
ACH-001021,Pasireotide (acetate),26950,0.5499,0.1504,0.7215,1226,True
ACH-001021,Pemetrexed,18910,0.594,0.0819,0.8434,69,False
ACH-001021,Pemigatinib,24114,1.1746,0.2916,0.1759,417,False
ACH-001021,Penfluridol,18962,0.6039,0.1042,0.5237,90,False
ACH-001021,Pentagastrin,26801,0.5138,0.1068,0.7204,686,True
ACH-001021,Pentamidine (isethionate),26890,0.5212,0.1472,0.6639,1038,False
ACH-001021,Pentoxifylline,21752,0.5989,0.1628,0.5286,902,False
ACH-001021,Peretinoin,20166,0.5797,0.0517,0.7634,152,False
ACH-001021,Perindopril (erbumine),23229,0.5223,0.0416,0.6929,121,False
ACH-001021,Pexidartinib (hydrochloride),19485,0.5662,0.064,0.7909,50,False
ACH-001021,Phenylephrine (hydrochloride),22075,0.559,0.0846,0.5821,533,False
ACH-001021,Phenytoin (sodium),18909,0.5796,0.0843,0.6375,104,False
ACH-001021,Pimitespib,24547,0.605,0.1544,0.4502,2216,False
ACH-001021,Pimozide,21351,0.6626,0.2237,0.1788,520,False
ACH-001021,Pioglitazone,22057,0.5836,0.1262,0.5021,535,False
ACH-001021,Piroxicam,22330,0.5754,0.102,0.6889,849,False
ACH-001021,Pitavastatin (Calcium),18414,0.5991,0.1132,0.7849,93,False
ACH-001021,Ponatinib,22739,0.6003,0.0781,0.6191,508,False
ACH-001021,Posaconazole,19170,0.5564,0.0623,0.825,52,False
ACH-001021,Pralsetinib,25701,0.5749,0.1345,0.4092,2177,True
ACH-001021,Pravastatin (sodium),23186,0.4816,0.0001,-0.1563,643,True
ACH-001021,Procainamide (hydrochloride),18481,0.5766,0.0809,,42,False
ACH-001021,Proglumide,21879,0.5682,0.1234,0.5019,347,False
ACH-001021,Pyridoxine,26043,0.5407,0.1392,0.6755,794,True
ACH-001021,Pyridoxine (hydrochloride),27501,0.5226,0.1042,0.8054,1608,True
ACH-001021,Quinestrol,27076,0.5078,0.1009,0.8675,904,True
ACH-001021,Quinidine (15% dihydroquinidine),19993,0.5665,0.0406,0.8239,148,False
ACH-001021,RMC-6236,25669,0.5821,0.0996,0.5089,2460,False
ACH-001021,Radotinib,26343,0.5378,0.1314,0.7437,1200,True
ACH-001021,Ralimetinib dimesylate,24711,1.172,0.2822,0.6079,2280,True
ACH-001021,Raltitrexed,26859,0.5183,0.1167,0.7993,626,True
ACH-001021,Ranolazine,21844,0.5449,0.0886,0.4136,265,False
ACH-001021,Rapamycin,26654,0.5591,0.1589,0.8175,1236,True
ACH-001021,Regorafenib,26068,0.5253,0.083,0.2206,1534,True
ACH-001021,Relugolix,26867,0.4915,0.083,0.7897,733,True
ACH-001021,Resveratrol,25779,0.5373,0.1887,0.5839,874,True
ACH-001021,Retinoic acid,27154,0.5003,0.0663,0.6823,1317,True
ACH-001021,Rifaximin,18867,0.566,0.0632,,21,False
ACH-001021,Riluzole hydrochloride,26935,0.5399,0.1168,0.7954,1624,True
ACH-001021,Rimonabant,26656,0.5103,0.118,0.8642,761,True
ACH-001021,Ritonavir,26097,0.5233,0.1451,0.6092,708,True
ACH-001021,Ropivacaine (hydrochloride monohydrate),25939,0.5389,0.1702,0.7391,722,True
ACH-001021,Rosiglitazone,19264,0.5836,0.0638,0.7682,98,False
ACH-001021,Roxadustat,18147,0.5975,0.0632,0.4086,229,False
ACH-001021,Rucaparib (phosphate),19450,0.5475,0.0323,,34,False
ACH-001021,Rutin (trihydrate),20876,0.571,0.0432,0.5178,720,False
ACH-001021,S-Adenosyl-L-methionine (disulfate tosylate),26226,0.5281,0.1583,0.8303,953,True
ACH-001021,SBI-0640756,24480,1.4182,0.2416,0.1845,432,False
ACH-001021,Sacubitril/Valsartan,19452,0.5843,0.0764,0.7134,127,False
ACH-001021,Salicylic acid,26985,0.5544,0.1536,0.7833,900,True
ACH-001021,Sapanisertib,25574,0.5772,-0.0397,-0.1284,3253,False
ACH-001021,Saquinavir,25426,0.6167,0.3126,0.5882,600,True
ACH-001021,Selinexor ,26859,0.5851,0.1836,0.8037,2060,True
ACH-001021,Sildenafil,19406,0.5544,0.051,,41,False
ACH-001021,Silodosin,18770,0.5724,0.0546,0.785,70,False
ACH-001021,Simotinib,18471,0.5792,0.0682,0.0906,66,False
ACH-001021,Sinomenine,26211,0.5117,0.1272,0.753,629,True
ACH-001021,Sivelestat (sodium tetrahydrate),19882,0.5533,0.053,0.8891,99,False
ACH-001021,Sodium Salicylate,26702,0.5591,0.1573,0.8177,990,True
ACH-001021,Sonidegib,24523,1.2844,0.3411,0.6764,3011,True
ACH-001021,Sulfatinib,18952,0.5679,0.0451,0.7376,74,False
ACH-001021,Sulfisoxazole,26803,0.5441,0.1916,0.5396,1218,False
ACH-001021,Sunitinib,21474,0.6328,0.2246,0.5416,493,False
ACH-001021,TAK-733,24957,0.608,0.134,0.4036,1515,False
ACH-001021,TAK-901,25233,0.698,0.1117,0.1624,2539,False
ACH-001021,Tadalafil,18828,0.5781,0.0631,,33,False
ACH-001021,Talc,21694,0.5727,0.1416,0.4072,311,False
ACH-001021,Tazarotene,22536,0.6164,0.176,0.6182,467,False
ACH-001021,Temsirolimus,26344,0.549,0.1299,0.7808,1241,True
ACH-001021,Temuterkib,25146,0.6179,0.1203,0.2951,2376,False
ACH-001021,Terfenadine,26547,0.5072,0.1508,0.3918,1171,False
ACH-001021,Tetracycline (hydrochloride),19598,0.5541,0.046,,44,False
ACH-001021,Thymol,25779,0.5712,0.2206,0.5249,840,True
ACH-001021,Thymopentin,18898,0.5832,0.0793,0.7701,71,False
ACH-001021,Tirabrutinib,20700,0.5694,0.0678,0.7462,568,False
ACH-001021,Tirabrutinib (hydrochloride),22866,0.5964,0.1321,0.7212,911,False
ACH-001021,Tofacitinib,26374,0.5648,0.1833,0.7485,1090,True
ACH-001021,Tofacitinib (citrate),26356,0.5554,0.1569,0.6823,966,True
ACH-001021,Tolcapone,26473,0.5123,0.112,0.8367,594,True
ACH-001021,Tolmetin,19697,0.5695,0.0619,0.7309,79,False
ACH-001021,Tomivosertib,24939,0.5833,0.0984,0.2838,2274,False
