patient,drug,n_genes_scored,mean_abs_delta,r,r_responder,n_responders,n_plates_even
ACH-000958,Valdecoxib,21751,0.5933,0.1405,0.3585,509,False
ACH-000958,Vandetanib,21552,0.6237,0.2014,0.5318,1000,False
ACH-000958,Vemurafenib,25077,0.5424,0.0743,0.5264,1484,False
ACH-000958,Verapamil,18523,0.5467,0.022,,20,False
ACH-000958,Verteporfin,18752,0.6348,0.1577,,32,False
ACH-000958,Vilanterol,24470,0.5421,0.1645,0.7465,534,True
ACH-000958,Vinblastine (sulfate),24884,0.5657,0.1501,0.7407,868,True
ACH-000958,Vismodegib,21928,0.5552,0.0963,0.5225,447,False
ACH-000958,Vitamin K4,22256,0.5929,0.1482,0.4958,909,False
ACH-000958,Volasertib,24195,0.5733,0.1068,0.4654,1856,False
ACH-000958,Voriconazole,22256,0.5643,0.1019,0.6299,827,False
ACH-000958,Vortioxetine,21856,0.5771,0.1281,0.633,1118,False
ACH-000958,XRK3F2,23464,0.7424,0.0425,-0.2317,2159,False
ACH-000958,Zileuton,22426,0.5676,0.108,0.5903,853,False
ACH-000958,c-Kit-IN-1,20300,0.6656,0.1668,0.5638,4379,False
ACH-000958,crizotinib,18466,0.5909,0.0826,,30,False
ACH-000958,olaparib,24036,1.0787,0.0688,0.3861,1455,True
ACH-000958,palbociclib,23714,0.5867,0.1234,0.5054,1938,False
ACH-000958,venetoclax,24056,0.5994,0.1011,0.5805,2132,False
ACH-000958,vincristine,23064,0.7484,0.2354,0.3277,2414,False
ACH-000958,γ-Oryzanol,22266,0.5463,0.0821,0.4924,483,False
ACH-000997,(R)-Verapamil (hydrochloride),24739,0.5327,0.1012,0.7078,296,True
ACH-000997,(S)-Crizotinib,21843,0.5156,0.0359,0.7919,328,False
ACH-000997,18β-Glycyrrhetinic acid,23937,0.6047,0.2106,0.6903,260,True
ACH-000997,4EGI-1,23585,0.5836,0.0827,0.5288,1202,False
ACH-000997,5-Azacytidine,23723,0.5472,0.1273,0.6377,680,False
ACH-000997,5-Fluorouracil,23886,0.5505,0.123,0.5972,717,False
ACH-000997,8-Hydroxyquinoline,24424,0.533,0.1381,0.8043,422,True
ACH-000997,9-ING-41,23303,0.6569,0.0072,-0.151,2320,False
ACH-000997,APTO-253,23878,0.5709,0.0704,0.214,1826,False
ACH-000997,AT7519,23579,0.5526,0.0808,0.5581,825,False
ACH-000997,AZD-7648,23293,0.6757,0.144,0.3724,2384,False
ACH-000997,AZD-8055,23421,0.5897,0.1123,0.5478,1720,False
ACH-000997,AZD1390,23256,0.5885,0.114,0.3592,1329,False
ACH-000997,AZD2858,22763,0.962,0.2688,0.2337,938,False
ACH-000997,Abemaciclib,19958,0.5951,0.0902,0.4245,2888,False
ACH-000997,Abiraterone acetate,24167,0.5424,0.109,0.5897,984,False
ACH-000997,Acetazolamide,23487,0.5771,0.1559,0.5239,1647,False
ACH-000997,Acetohexamide,24585,0.5498,0.1437,0.7013,374,True
ACH-000997,Adagrasib,31364,0.3924,0.1001,0.7,1436,True
ACH-000997,Adenine,24994,0.5217,0.1013,0.7544,461,True
ACH-000997,Adenosine,24610,0.5325,0.1272,0.8696,395,True
ACH-000997,Afatinib,28161,0.4535,0.0673,0.1149,1758,False
ACH-000997,Aliskiren,24859,0.5238,0.1048,0.7644,404,True
ACH-000997,Allantoin,23692,0.5938,0.2439,0.5515,825,True
ACH-000997,Allopurinol,24767,0.5647,0.0983,0.6319,1758,False
ACH-000997,Almonertinib (hydrochloride),24076,0.5667,0.1866,0.69,475,True
ACH-000997,Almonertinib (mesylate),26279,0.4766,0.013,0.1279,902,True
ACH-000997,Alpelisib,22864,0.6213,0.1439,0.5527,1356,False
ACH-000997,Altretamine,20528,0.5296,0.0467,0.8926,64,False
ACH-000997,Amsacrine,25123,0.5436,0.1337,0.8309,502,True
ACH-000997,Anastrozole,24404,0.5545,0.0654,0.6358,754,False
ACH-000997,Anethole trithione,25294,0.5342,0.1219,0.8576,982,True
ACH-000997,Apalutamide,20274,0.5165,0.0427,,17,False
ACH-000997,Aprepitant,23828,0.568,0.1408,0.5601,1833,False
ACH-000997,Arbutin,20113,0.5483,0.0736,0.7634,117,False
ACH-000997,Artemether,24588,0.5943,0.1475,0.7176,1083,False
ACH-000997,Artesunate,24633,0.5661,0.1539,0.7725,959,True
ACH-000997,Asciminib,23642,0.5772,0.1572,0.5521,2004,False
ACH-000997,Aspirin,24342,0.551,0.104,0.5396,833,False
ACH-000997,Ataluren,24323,0.5275,0.0854,0.672,859,False
ACH-000997,Atazanavir (sulfate),23392,0.5632,0.1503,0.6358,940,False
ACH-000997,Auranofin,23611,0.6639,0.2048,0.6004,820,False
ACH-000997,Azithromycin (hydrate),24237,0.5547,0.163,0.7601,464,True
ACH-000997,BAY1125976,23411,0.6571,0.0779,0.1097,1699,False
ACH-000997,BI-3406,23555,0.6019,0.1438,0.6621,1955,False
ACH-000997,BI-78D3,23433,0.636,0.1217,0.2222,2822,False
ACH-000997,Baicalin,24821,0.5476,0.1556,0.8809,384,True
ACH-000997,Balsalazide (sodium hydrate),25265,0.5321,0.1155,0.8221,533,True
ACH-000997,Belinostat,23681,0.6415,0.1631,0.629,961,False
ACH-000997,Belumosudil,26161,0.4849,0.0491,0.1195,836,True
ACH-000997,Belumosudil (mesylate),23421,0.6077,0.1302,0.468,1449,False
ACH-000997,Belzutifan,22387,0.7405,0.1866,0.3509,975,False
ACH-000997,Bendamustine,20283,0.5442,0.0706,0.7975,57,False
ACH-000997,Benproperine (phosphate),21691,0.5453,0.0509,0.7078,370,False
ACH-000997,Bentamapimod,22951,0.5798,0.1266,0.0981,1820,False
ACH-000997,Benztropine (mesylate),23904,0.5101,0.0638,0.3679,637,False
ACH-000997,Berbamine,25759,0.4752,0.0624,0.2355,917,False
ACH-000997,Berbamine (dihydrochloride),26043,0.4807,0.0177,0.2886,978,True
ACH-000997,Berberine (chloride hydrate),24591,0.5392,0.1342,0.837,278,True
ACH-000997,Bergenin,24207,0.529,0.1123,0.7249,225,True
ACH-000997,Bestatin,20560,0.5289,0.0436,,13,False
ACH-000997,Bestatin (hydrochloride),23793,0.554,0.1134,0.5619,1082,False
ACH-000997,Betamethasone dipropionate,19947,0.5377,0.0854,0.7549,98,False
ACH-000997,Bexarotene,24145,0.5694,0.1319,0.5695,993,False
ACH-000997,Bicalutamide,24797,0.5578,0.1214,0.6956,566,False
ACH-000997,Bimatoprost,24692,0.5932,0.1736,0.7654,445,True
ACH-000997,Bimiralisib,23399,0.6841,0.0915,0.1405,2168,False
ACH-000997,Binimetinib,27222,0.575,0.2087,0.6395,3481,True
ACH-000997,Bisoprolol (hemifumarate),19802,0.5715,0.1146,0.7526,187,False
ACH-000997,Bortezomib,23596,0.7649,0.2744,0.6556,3658,False
ACH-000997,Bosentan (hydrate),20409,0.5693,0.0814,0.8617,120,False
ACH-000997,Brimonidine,23900,0.518,0.0678,0.4533,416,False
ACH-000997,Brivudine,23107,0.6159,0.1538,0.3427,1692,False
ACH-000997,Budesonide,24085,0.5903,0.1446,0.5981,1393,False
ACH-000997,Busulfan,23917,0.5578,0.2103,0.6227,514,True
ACH-000997,CP21R7,22985,0.6075,0.138,0.3219,1714,False
ACH-000997,Cabozantinib (S-malate),23903,0.5502,0.1009,0.5786,758,False
ACH-000997,Canagliflozin,19411,0.5438,0.0832,0.2778,147,False
ACH-000997,Canagliflozin (hemihydrate),23651,0.567,0.1215,0.4366,805,False
ACH-000997,Capivasertib,23531,0.5523,0.0686,0.3087,1119,False
ACH-000997,Capmatinib,23494,0.5975,0.1202,0.4545,1411,False
ACH-000997,Captopril,25148,0.4983,0.1241,0.4357,1076,True
ACH-000997,Carbamazepine,23674,0.5546,0.1377,0.648,1097,False
ACH-000997,Celecoxib,22933,0.6609,0.1521,0.1683,2198,False
ACH-000997,Cepharanthine,24125,0.5966,0.1561,0.8015,610,True
ACH-000997,Chlorhexidine (diacetate),26190,0.5011,0.1007,0.5556,1030,False
ACH-000997,Ciclopirox,23771,0.563,0.2167,0.6183,267,True
ACH-000997,Cilostazol,20748,0.5627,0.0977,0.7472,238,False
ACH-000997,Cinacalcet,23901,0.5591,0.1067,0.6268,1013,False
ACH-000997,Citalopram (hydrobromide),24566,0.5507,0.0911,0.6956,670,False
ACH-000997,Clobetasol propionate,23522,0.547,0.1133,0.3745,1138,False
ACH-000997,Clofarabine,20477,0.5401,0.073,,45,False
ACH-000997,Clonidine (hydrochloride),25680,0.5259,0.0998,0.8487,674,True
ACH-000997,Clopidogrel,23622,0.5525,0.1351,0.5748,1689,False
ACH-000997,Clotrimazole,24679,0.5464,0.1321,0.834,296,True
ACH-000997,Cloxacillin (sodium),24813,0.5124,0.1124,0.8343,402,True
ACH-000997,Cobimetinib,19605,0.564,0.0946,0.6589,96,False
ACH-000997,Crizotinib (hydrochloride),23942,0.5876,0.1544,0.682,1577,False
ACH-000997,Cyclosporin A,24055,0.5731,0.1395,0.7194,1703,False
ACH-000997,Cysteamine (hydrochloride),24444,0.5188,0.0949,0.7507,195,True
ACH-000997,Cytarabine,26823,0.4895,0.0354,0.1894,837,True
ACH-000997,Cytarabine (hydrochloride),21480,0.5481,0.0855,0.7922,171,False
ACH-000997,DT-061,23350,0.5788,0.0991,0.452,1074,False
ACH-000997,DTP3,23461,1.0811,0.0737,0.3463,2143,True
ACH-000997,Dabrafenib,23789,0.5478,0.0554,0.4115,1508,False
ACH-000997,Daidzin,26159,0.4835,0.0388,0.1989,912,True
ACH-000997,Dapagliflozin,25139,0.5272,0.0992,0.7287,621,False
ACH-000997,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",19453,0.5639,0.0879,0.6226,133,False
ACH-000997,Darinaparsin,24513,0.5412,0.1381,0.8063,471,True
ACH-000997,Darolutamide,23866,0.575,0.1686,0.6774,1249,False
ACH-000997,Decitabine,19662,0.5947,0.1448,0.6835,370,False
ACH-000997,Delamanid,23779,0.5559,0.1369,0.7325,1170,False
ACH-000997,Demeclocycline,24375,0.5184,0.1293,0.7351,356,True
ACH-000997,Dexamethasone,23609,0.5215,0.0755,0.5452,586,False
ACH-000997,Dexmedetomidine,21414,0.5506,0.0859,0.8438,61,False
ACH-000997,Diammonium Glycyrrhizinate,24225,0.5287,0.141,0.7272,306,True
ACH-000997,Digitoxin,23308,0.7074,0.2292,0.6508,1238,False
ACH-000997,Dihydroartemisinin,23574,0.5435,0.129,0.5845,338,False
ACH-000997,Dimethyl fumarate,20631,0.5223,0.0416,,34,False
ACH-000997,Dinaciclib,18977,1.2974,0.609,0.7597,1002,False
ACH-000997,Diphenhydramine,21698,0.5528,0.0724,0.73,728,False
ACH-000997,Docetaxel,24712,0.6034,0.1815,0.4725,1973,True
ACH-000997,Docetaxel (Trihydrate),20903,0.5549,0.098,,33,False
ACH-000997,Dorzolamide (hydrochloride),20155,0.5653,0.1191,0.7566,89,False
ACH-000997,Doxorubicin (hydrochloride),20632,0.5589,0.0648,0.663,138,False
ACH-000997,Doxycycline (monohydrate),20173,0.5366,0.0658,0.8518,101,False
ACH-000997,Drospirenone,24091,0.5656,0.1316,0.6678,1540,False
ACH-000997,ERK5-IN-2,24061,0.5804,-0.0134,0.0821,2194,False
ACH-000997,ETC-206,23538,0.5567,0.0856,0.5041,1341,False
ACH-000997,EX229,23071,0.6569,0.1901,0.495,2856,False
ACH-000997,Econazole,24049,0.5377,0.0822,0.4936,1221,False
ACH-000997,Elagolix sodium,24171,0.5599,0.1669,0.7134,521,True
ACH-000997,Elimusertib hydrochloride,23590,0.6504,0.1456,0.5902,2169,False
ACH-000997,Encorafenib,23060,1.4832,0.0557,0.0295,4869,False
ACH-000997,Entecavir (monohydrate),20166,0.505,0.0131,,21,False
ACH-000997,Entrectinib,24320,0.5452,0.1049,0.5263,974,False
ACH-000997,Epirubicin (hydrochloride),20106,0.5431,0.0785,,36,False
ACH-000997,Eplerenone,20595,0.5319,0.0683,,47,False
ACH-000997,Erdafitinib ,22748,1.4543,0.2065,0.1254,3087,False
ACH-000997,Erlotinib,21542,0.5358,0.0319,0.6868,417,False
ACH-000997,Erythromycin,24245,0.5452,0.1059,0.6131,422,False
ACH-000997,Esmolol (hydrochloride),24279,0.5177,0.0495,0.5571,645,False
ACH-000997,Estrone sulfate (potassium),23420,0.5782,0.1626,0.4825,1324,False
ACH-000997,Everolimus,24344,0.5606,0.0804,0.4977,994,False
ACH-000997,Fedratinib (hydrochloride hydrate),23800,0.5571,0.1322,0.6265,1129,False
ACH-000997,Fenofibrate,21593,0.5378,0.0369,0.7042,532,False
ACH-000997,Ferulic acid,20481,0.5685,0.1027,0.8271,165,False
ACH-000997,Filgotinib,24313,0.5264,0.0812,0.6708,487,False
ACH-000997,Finasteride,20513,0.5389,0.0652,0.8509,66,False
ACH-000997,Fingolimod (hydrochloride),24007,0.5282,0.0924,0.6587,533,False
ACH-000997,Flumatinib (mesylate),25547,0.4893,0.064,0.4255,912,True
ACH-000997,Flutamide,23654,0.5395,0.1087,0.5016,807,False
ACH-000997,Fluvoxamine,20867,0.5699,0.1063,0.8919,108,False
ACH-000997,Fluvoxamine (maleate),24299,0.5401,0.1506,0.8425,328,True
ACH-000997,Folic acid,25036,0.5145,0.0911,0.872,325,True
ACH-000997,Fulvestrant,24029,0.5541,0.1036,0.4587,1335,False
ACH-000997,Fumaric acid,26313,0.4999,0.03,0.1282,1204,True
ACH-000997,Furosemide,24359,0.5072,0.0917,0.8258,169,True
ACH-000997,Fusidic acid,24753,0.525,0.1057,0.833,301,True
ACH-000997,Futibatinib,22777,0.6155,0.1394,0.3641,1874,False
ACH-000997,GSK1059615,23043,0.7924,0.1862,0.2073,1865,False
ACH-000997,Gallic acid,24604,0.5198,0.1227,0.7581,464,True
ACH-000997,Gallic acid (hydrate),24151,0.5752,0.1869,0.6105,522,True
ACH-000997,Gefitinib,24527,0.5187,0.0565,0.5886,525,False
ACH-000997,Gemcitabine,24705,0.5697,0.0817,0.6175,1240,False
ACH-000997,Gemfibrozil,23942,0.5437,0.1707,0.6426,299,True
ACH-000997,Glycyrrhizic acid,19268,0.5767,0.1008,0.3426,191,False
ACH-000997,Goserelin (acetate),25374,0.529,0.0987,0.7971,517,True
ACH-000997,HI-TOPK-032,23327,0.6545,0.1722,0.4439,2924,False
ACH-000997,Harringtonine,19762,0.6212,0.0822,0.6019,291,False
ACH-000997,Hesperidin,20103,0.5677,0.1214,0.8087,148,False
ACH-000997,Hexylresorcinol,25627,0.5489,0.1183,0.8884,343,True
ACH-000997,Homoharringtonine,25150,1.1352,0.5913,0.8637,6356,True
ACH-000997,Hydroxyfasudil,23373,0.9006,0.242,0.565,2263,True
ACH-000997,Hydroxyurea,19710,0.5271,0.0477,,47,False
ACH-000997,IQ 1,22818,0.631,0.1496,0.3701,1461,False
ACH-000997,Idarubicin (hydrochloride),26681,1.01,0.5011,0.8213,4899,True
ACH-000997,Idoxuridine,23329,0.5764,0.1587,0.5723,1205,False
ACH-000997,Imiquimod (hydrochloride),23614,0.5591,0.1195,0.5826,978,False
ACH-000997,Imiquimod (maleate),20056,0.5414,0.0723,0.6627,58,False
ACH-000997,Indacaterol (maleate),24379,0.5659,0.1242,0.5849,1655,False
ACH-000997,Infigratinib,23579,0.5982,0.1545,0.6119,1281,False
ACH-000997,Ipatasertib,22701,0.8546,0.1738,0.002,1526,False
ACH-000997,Irinotecan,24307,0.5735,0.1089,0.6656,1143,False
ACH-000997,Irinotecan (hydrochloride),25643,0.4844,0.0181,0.0565,2028,True
ACH-000997,Isocorydine,24855,0.5364,0.1064,0.7013,497,True
ACH-000997,Ivermectin,23981,0.5238,0.0719,0.5814,557,False
ACH-000997,Ixazomib,23368,0.5974,0.1317,0.5948,989,False
ACH-000997,Ixazomib citrate,24108,0.6558,0.1389,0.4686,782,False
ACH-000997,L-Eflornithine (monohydrochloride),23426,0.5559,0.1469,0.5712,1152,False
ACH-000997,L-Thyroxine (sodium salt pentahydrate),23916,0.6806,0.1999,0.3197,463,True
ACH-000997,LB-100,23771,0.5611,0.0719,0.4137,1130,False
ACH-000997,LJI308,22535,0.695,0.265,0.3709,2017,False
ACH-000997,LY-2584702 (tosylate salt),22475,0.7797,0.3022,0.493,1842,False
ACH-000997,LY2090314,23804,0.5401,0.0537,0.442,701,False
ACH-000997,Lactate (calcium),24358,0.5638,0.1255,0.5788,959,False
ACH-000997,Lapatinib ditosylate,23688,0.5525,0.0731,0.4371,1161,False
ACH-000997,Larotrectinib,24797,0.6254,0.2102,0.7171,451,True
ACH-000997,Lenalidomide (hemihydrate),23714,0.5572,0.1957,0.6795,169,True
ACH-000997,Levobupivacaine (hydrochloride),21599,0.5421,0.0613,0.8212,156,False
ACH-000997,Lidocaine (hydrochloride),23484,0.7103,0.3517,0.5447,834,True
ACH-000997,Ligustrazine,20575,0.5401,0.0628,0.8423,81,False
ACH-000997,Lipoic acid,24937,0.5104,0.0889,0.8616,290,True
ACH-000997,Lonafarnib,23513,0.5598,0.0512,0.4837,865,False
ACH-000997,Loperamide (hydrochloride),23509,0.5689,0.1422,0.5378,1126,False
ACH-000997,Lopinavir,24067,0.5478,0.1134,0.7469,991,False
ACH-000997,Lucanthone,23386,0.5486,0.0656,0.6153,1188,False
ACH-000997,Lumateperone (tosylate),24733,0.5198,0.1142,0.7472,268,True
ACH-000997,MK-3903,23106,0.6721,0.1912,0.3571,1645,False
ACH-000997,MK-8353,23080,0.563,0.098,0.5975,1104,False
ACH-000997,ML264,23499,0.5703,0.0921,0.1318,1789,False
ACH-000997,Macitentan,21035,0.531,0.0594,,33,False
ACH-000997,Malotilate,24981,0.5568,0.2068,0.4561,2086,True
ACH-000997,Mebendazole,20380,0.5726,0.0989,0.7867,100,False
ACH-000997,Medroxyprogesterone acetate,23646,0.5963,0.2012,0.4761,391,True
ACH-000997,Megestrol,24924,0.5345,0.1035,0.6095,324,True
ACH-000997,Meloxicam,23939,0.545,0.1114,0.5495,975,False
ACH-000997,Menadione,19738,0.5548,0.0852,0.5865,90,False
ACH-000997,Methotrexate,23455,0.5543,0.1132,0.5928,708,False
ACH-000997,Methyl aminolevulinate (hydrochloride),24355,0.5442,0.1034,0.6813,1074,False
ACH-000997,Methylprednisolone succinate,23304,1.1601,0.2857,0.663,2483,True
ACH-000997,Methylthiouracil,24732,0.5166,0.0546,0.6199,478,False
ACH-000997,Mifepristone,20104,0.538,0.0804,0.6636,91,False
ACH-000997,Minodronic acid,24187,0.5681,0.0801,0.6688,1294,False
ACH-000997,Mitoxantrone (dihydrochloride),24783,0.5789,0.1507,0.7208,651,True
ACH-000997,Monocrotaline,19483,0.5401,0.0892,0.6963,81,False
ACH-000997,Mozavaptan,20097,0.5461,0.0782,0.8072,87,False
ACH-000997,NG25,22927,0.6074,0.1534,0.6002,639,False
ACH-000997,NVP-BHG712,23409,0.6398,0.094,0.1785,2240,False
ACH-000997,Nafamostat (mesylate),23895,0.5861,0.1615,0.4755,1249,False
ACH-000997,Naproxen,25503,0.4763,0.0379,0.0086,431,True
ACH-000997,Neratinib,23366,0.5528,0.1454,0.6101,532,False
ACH-000997,Neratinib (maleate),24319,0.6101,0.1887,0.7418,545,True
ACH-000997,Nevirapine,20639,0.5419,0.0764,0.7387,95,False
ACH-000997,Niclosamide (olamine),21465,0.5994,0.066,0.5141,103,False
ACH-000997,Norepinephrine (hydrochloride),23876,0.5362,0.1745,0.6252,309,True
ACH-000997,OTS514,22656,0.6011,0.1324,0.3081,810,False
ACH-000997,Olanzapine,24495,0.5489,0.1525,0.8522,405,True
ACH-000997,Oleic acid,23924,0.5771,0.1012,0.5967,1126,False
ACH-000997,Omeprazole,24586,0.5393,0.0819,0.7034,535,False
ACH-000997,Omeprazole (sodium),24716,0.5389,0.1049,0.5398,868,False
ACH-000997,Orlistat,19700,0.5502,0.0969,0.8419,63,False
ACH-000997,Osimertinib (mesylate),23815,0.5398,0.1092,0.5651,706,False
ACH-000997,Ouabain (Octahydrate),24338,0.7012,0.1988,0.671,1633,False
ACH-000997,Oxaliplatin,23812,0.5885,0.1194,0.6611,1657,False
ACH-000997,Oxaprozin,23299,0.6208,0.2232,0.5372,1425,False
ACH-000997,PF-06260933,23363,1.0915,0.1807,0.6106,1627,True
ACH-000997,PH-797804,22767,0.7336,0.1389,0.0234,1447,False
ACH-000997,Paclitaxel,25061,0.5377,0.0219,0.3841,1230,False
ACH-000997,Palmatine (chloride),24230,0.5383,0.1094,0.6446,444,True
ACH-000997,Panobinostat,25339,0.8154,0.319,0.7829,4552,False
ACH-000997,Pasireotide (acetate),25230,0.5496,0.1331,0.7788,368,True
ACH-000997,Pemetrexed,20692,0.567,0.0995,0.8774,129,False
ACH-000997,Pemigatinib,22436,0.9589,0.3866,0.3364,437,False
ACH-000997,Penfluridol,20848,0.5652,0.0993,0.5749,89,False
ACH-000997,Pentagastrin,25041,0.5328,0.1214,0.8426,518,True
ACH-000997,Pentamidine (isethionate),25446,0.5333,0.1831,0.5563,694,False
ACH-000997,Pentoxifylline,23303,0.5976,0.1892,0.5526,1500,False
ACH-000997,Peretinoin,20917,0.5727,0.1007,0.9064,158,False
ACH-000997,Perindopril (erbumine),24899,0.4994,0.0479,0.623,303,False
ACH-000997,Pexidartinib (hydrochloride),21251,0.5373,0.0589,0.7988,242,False
ACH-000997,Phenylephrine (hydrochloride),23668,0.5364,0.1052,0.5467,1127,False
ACH-000997,Phenytoin (sodium),20547,0.5483,0.0855,0.8714,87,False
ACH-000997,Pimitespib,22860,0.6224,0.1628,0.4912,1719,False
ACH-000997,Pimozide,22934,0.6226,0.2439,0.3781,736,False
ACH-000997,Pioglitazone,23801,0.5604,0.1311,0.5918,1100,False
ACH-000997,Piroxicam,24121,0.5644,0.1197,0.6673,1867,False
ACH-000997,Pitavastatin (Calcium),20201,0.5882,0.1164,0.7763,173,False
ACH-000997,Ponatinib,24369,0.5484,0.0644,0.4007,707,False
ACH-000997,Posaconazole,20702,0.5343,0.07,0.8118,52,False
ACH-000997,Pralsetinib,24306,0.5897,0.1607,0.6172,1489,True
ACH-000997,Pravastatin (sodium),25396,0.4756,0.0209,-0.1112,1023,True
ACH-000997,Procainamide (hydrochloride),20356,0.5341,0.0653,,49,False
ACH-000997,Proglumide,23674,0.5388,0.1183,0.4817,501,False
ACH-000997,Pyridoxine,23983,0.559,0.1703,0.6635,322,True
ACH-000997,Pyridoxine (hydrochloride),25549,0.5356,0.1258,0.7993,799,True
ACH-000997,Quinestrol,25001,0.5221,0.0973,0.8222,436,True
ACH-000997,Quinidine (15% dihydroquinidine),21308,0.5354,0.0525,0.7932,147,False
ACH-000997,RMC-6236,24429,0.5682,0.0908,0.4717,1753,False
ACH-000997,Radotinib,24258,0.5397,0.1126,0.7504,409,True
ACH-000997,Ralimetinib dimesylate,23569,1.0787,0.2979,0.6302,2114,True
ACH-000997,Raltitrexed,25009,0.5353,0.1133,0.7055,363,True
ACH-000997,Ranolazine,23452,0.521,0.1076,0.6362,414,False
ACH-000997,Rapamycin,24624,0.5745,0.1684,0.7141,609,True
ACH-000997,Regorafenib,24848,0.5103,0.0986,0.1496,1632,True
ACH-000997,Relugolix,24958,0.4996,0.0804,0.7917,329,True
ACH-000997,Resveratrol,23868,0.5759,0.2249,0.5822,408,True
ACH-000997,Retinoic acid,25162,0.5223,0.092,0.7985,439,True
ACH-000997,Rifaximin,20478,0.5272,0.0629,,18,False
ACH-000997,Riluzole hydrochloride,24916,0.5491,0.1372,0.7973,854,True
ACH-000997,Rimonabant,24807,0.5295,0.1234,0.865,449,True
ACH-000997,Ritonavir,24161,0.5445,0.1449,0.7367,254,True
ACH-000997,Ropivacaine (hydrochloride monohydrate),23934,0.5549,0.1649,0.7226,396,True
ACH-000997,Rosiglitazone,20869,0.5451,0.0707,0.8999,53,False
ACH-000997,Roxadustat,19631,0.5636,0.1059,0.617,150,False
ACH-000997,Rucaparib (phosphate),20988,0.5175,0.0464,0.8077,76,False
ACH-000997,Rutin (trihydrate),21962,0.5542,0.0838,0.6906,691,False
ACH-000997,S-Adenosyl-L-methionine (disulfate tosylate),24344,0.5388,0.1754,0.8531,594,True
ACH-000997,SBI-0640756,22931,1.3278,0.2597,0.2056,401,False
ACH-000997,Sacubitril/Valsartan,21030,0.5576,0.0999,0.7733,177,False
ACH-000997,Salicylic acid,24793,0.5582,0.1586,0.7525,482,True
ACH-000997,Sapanisertib,23490,0.6288,0.0297,-0.0501,2857,False
ACH-000997,Saquinavir,23386,0.6641,0.3399,0.5682,317,True
ACH-000997,Selinexor ,24654,0.641,0.2505,0.7955,1674,True
ACH-000997,Sildenafil,21267,0.523,0.056,,40,False
ACH-000997,Silodosin,20206,0.5391,0.068,0.9007,55,False
ACH-000997,Simotinib,19679,0.5332,0.0615,0.4636,53,False
ACH-000997,Sinomenine,24317,0.5346,0.1522,0.6377,335,True
ACH-000997,Sivelestat (sodium tetrahydrate),21111,0.5391,0.0707,0.7789,132,False
ACH-000997,Sodium Salicylate,24899,0.576,0.149,0.8428,422,True
ACH-000997,Sonidegib,23241,1.1732,0.3741,0.6515,2636,True
ACH-000997,Sulfatinib,20398,0.5355,0.0757,,40,False
ACH-000997,Sulfisoxazole,25411,0.5689,0.2262,0.5671,909,False
ACH-000997,Sunitinib,23285,0.5941,0.193,0.6243,1339,False
ACH-000997,TAK-733,23356,0.5988,0.133,0.6404,1082,False
ACH-000997,TAK-901,23345,0.7205,0.1305,0.1081,2436,False
ACH-000997,Tadalafil,20191,0.5529,0.069,,36,False
ACH-000997,Talc,23307,0.5526,0.1415,0.5318,954,False
ACH-000997,Tazarotene,24437,0.6243,0.2106,0.6501,1359,False
ACH-000997,Temsirolimus,24178,0.5698,0.1462,0.6713,599,True
ACH-000997,Temuterkib,23599,0.6118,0.1,0.3015,2387,False
ACH-000997,Terfenadine,25166,0.5479,0.2257,0.2719,1247,False
ACH-000997,Tetracycline (hydrochloride),20454,0.5164,0.0306,,41,False
ACH-000997,Thymol,23791,0.5895,0.1822,0.4714,473,True
ACH-000997,Thymopentin,20754,0.5501,0.0642,0.8459,75,False
ACH-000997,Tirabrutinib,22341,0.5451,0.0657,0.6908,868,False
ACH-000997,Tirabrutinib (hydrochloride),24548,0.577,0.1499,0.6175,1628,False
ACH-000997,Tofacitinib,24151,0.5827,0.2136,0.7044,376,True
ACH-000997,Tofacitinib (citrate),24618,0.5508,0.1134,0.7879,354,True
ACH-000997,Tolcapone,24489,0.5245,0.1364,0.7918,294,True
ACH-000997,Tolmetin,21082,0.5398,0.0625,0.8766,60,False
ACH-000997,Tomivosertib,23117,0.6003,0.1389,0.3147,1992,False
ACH-000997,Topotecan (hydrochloride),25804,0.53,0.0297,-0.1333,981,True
ACH-000997,Torkinib,23473,0.5785,0.0781,0.4246,1837,False
ACH-000997,Trametinib,27009,0.5899,0.2357,0.5828,3796,True
ACH-000997,Trametinib (DMSO_TF solvate),22527,0.6063,0.1386,0.7476,1427,False
ACH-000997,Tranilast,20671,0.532,0.0672,,38,False
ACH-000997,Triamcinolone,24469,0.5603,0.1688,0.8222,700,True
ACH-000997,Triclosan,24333,0.5452,0.1517,0.8624,232,True
ACH-000997,Trifluridine,24027,0.5327,0.1508,0.8124,169,True
ACH-000997,Trimetrexate,23834,0.592,0.2541,0.5476,355,True
ACH-000997,Tubulin inhibitor 6,23742,0.5612,0.0919,0.6194,1239,False
ACH-000997,Tucatinib,23464,0.563,0.0955,0.6289,1162,False
ACH-000997,Tucidinostat,24969,0.6641,0.2284,0.8138,620,True
ACH-000997,ULK-101,22518,0.7847,0.3383,0.3516,1781,False
ACH-000997,Uridine,24749,0.5206,0.0696,0.6056,457,False
ACH-000997,Valdecoxib,23409,0.5705,0.1636,0.5462,676,False
ACH-000997,Vandetanib,23369,0.5823,0.1794,0.5796,1042,False
