gene,n_pairs,r
ANKRD11P2,605,-0.0048
ENSG00000273264,1529,-0.0048
ENSG00000289186,1653,-0.0048
ENSG00000278737,1652,-0.0048
ORM1,7081,-0.0048
ENSG00000287742,5414,-0.0049
ENSG00000287747,2475,-0.0049
ENSG00000242968,1231,-0.0049
RN7SKP228,62,-0.0049
ENSG00000286690,838,-0.0049
CATIP-AS1,6630,-0.0049
ODCP,6968,-0.005
LINC02032,396,-0.005
RBMXP3,60,-0.005
ENSG00000283566,6420,-0.005
ENSG00000265781,2114,-0.005
ENSG00000267081,465,-0.0051
MTND5P12,199,-0.0051
ENSG00000254400,6344,-0.0051
GPR88,366,-0.0051
ENSG00000232482,334,-0.0051
DYNC1LI2-DT,9338,-0.0051
AP2B1P1,6884,-0.0051
HSPA8P11,5717,-0.0051
ENSG00000249474,4080,-0.0052
ENSG00000253678,1209,-0.0052
ENSG00000287197,208,-0.0052
ENSG00000250669,235,-0.0052
MYL6B,17876,-0.0052
ENSG00000287233,1068,-0.0052
MARCHF11-DT,1003,-0.0052
ENSG00000287557,1549,-0.0052
CALR4P,10857,-0.0052
KRT127P,232,-0.0052
HAUS6P3,1792,-0.0053
ENSG00000232327,308,-0.0053
ERICH3-AS1,5189,-0.0053
ENSG00000242951,3924,-0.0053
ENSG00000250493,4803,-0.0053
PDE6C,11796,-0.0053
Metazoa_SRP-23,1375,-0.0053
UBE2V2P2,1062,-0.0053
ENSG00000235146,1386,-0.0053
UBE2E2-DT,2880,-0.0053
ENSG00000259702,3231,-0.0054
ENSG00000255279,1576,-0.0054
ENSG00000275582,13368,-0.0054
ENSG00000267591,290,-0.0054
RNU6-1029P,585,-0.0054
HDGFL1,747,-0.0054
ARL4AP4,6226,-0.0054
ANTXRLP1,1294,-0.0054
CYP4F30P-1,245,-0.0054
ENSG00000227498,920,-0.0054
ENSG00000284380,152,-0.0054
LINC02544,5344,-0.0054
RN7SL283P,56,-0.0055
ENSG00000248113,3298,-0.0055
LINC02560,3509,-0.0055
ENSG00000250406,7812,-0.0055
ANTXRL,2814,-0.0055
IQCJ-SCHIP1-AS1,11378,-0.0055
COL2A1,5766,-0.0055
TRIM26BP,875,-0.0055
HMGN2P25,472,-0.0055
ENSG00000268764,3261,-0.0056
RSL24D1P6,1519,-0.0056
ENSG00000213755,217,-0.0056
ENSG00000290728,1996,-0.0056
TMEM184C-DT,7236,-0.0056
ENSG00000280277,588,-0.0056
ENSG00000286526,39,-0.0056
LINC01570,1652,-0.0056
ENSG00000239670,1567,-0.0056
ENSG00000259356,296,-0.0056
ENSG00000242411,4222,-0.0056
NDUFB1,17950,-0.0056
ALG1L7P,3823,-0.0056
APOBEC3B-AS1,6346,-0.0056
ENSG00000259352,521,-0.0056
ENSG00000250613,746,-0.0057
ENSG00000253354,5989,-0.0057
LINC02754,10474,-0.0057
ENSG00000267762,11916,-0.0057
ENSG00000289614,55,-0.0057
RN7SL738P,6421,-0.0057
LINC01746,2289,-0.0057
RABAC1,17725,-0.0057
ENSG00000276412,2075,-0.0057
ENSG00000267612,500,-0.0057
ENSG00000270035,361,-0.0057
ENSG00000266599,11328,-0.0057
OCM2,3032,-0.0057
ENSG00000271427,4869,-0.0058
ENSG00000233069,2646,-0.0058
ENSG00000226041,313,-0.0058
ENSG00000277559,4821,-0.0058
ENSG00000259833,150,-0.0058
H3P47,3114,-0.0058
MEAF6P1,1978,-0.0058
ENSG00000261285,7059,-0.0058
FAM240C,1628,-0.0058
MIX23P3,528,-0.0059
MAP3K5-AS2,9002,-0.0059
GYPB,2534,-0.0059
ENSG00000204398,9337,-0.0059
ENSG00000287133,6277,-0.0059
ENSG00000270951,747,-0.0059
ENSG00000257797,376,-0.006
KIF1C-AS1,1412,-0.006
MTND1P6,1015,-0.006
PRICKLE2-DT,1073,-0.006
ENSG00000274213,16644,-0.006
RPL35,18323,-0.006
ENSG00000257715,2534,-0.006
ENSG00000286159,360,-0.006
ENSG00000289946,6159,-0.006
LINC00463,2270,-0.0061
LINC00900,1964,-0.0061
ENSG00000271156,1738,-0.0061
MGC15885,2938,-0.0061
ENSG00000278969,803,-0.0061
NLRP8,9930,-0.0061
DNAJB7,10129,-0.0061
ENSG00000287512,1805,-0.0061
WDR87,6791,-0.0061
ENSG00000271283,275,-0.0061
MRPS9-AS1,11405,-0.0062
PRSS54,8672,-0.0062
ENSG00000286938,5684,-0.0062
ENSG00000272384,5582,-0.0062
LINC02020,2699,-0.0062
SPATA3-AS1,6102,-0.0062
ENSG00000274092,2990,-0.0062
ENSG00000257808,1537,-0.0062
ENSG00000251054,1530,-0.0063
ENSG00000233820,4330,-0.0063
ODF3,4373,-0.0063
ENSG00000259869,3779,-0.0063
FAM242B,191,-0.0063
ENSG00000270184,7312,-0.0063
MARK2P11,2415,-0.0063
GUSBP14,5332,-0.0063
FAM237B,1627,-0.0063
KRT18P21,89,-0.0064
ENSG00000289592,8047,-0.0064
ENSG00000286683,4245,-0.0064
ENSG00000226566,5246,-0.0064
RPS19P7,79,-0.0064
RN7SL138P,3113,-0.0064
ENSG00000269399,14931,-0.0064
RUFY1,18265,-0.0065
ENSG00000289253,8974,-0.0065
ENSG00000285785,2186,-0.0065
LINC01880,9840,-0.0065
ENSG00000287270,7752,-0.0065
ENSG00000232363,2707,-0.0065
UNGP1,301,-0.0065
ENSG00000289406,11838,-0.0066
ENSG00000261915,1153,-0.0066
ENSG00000285361,256,-0.0066
LINC02843,7241,-0.0066
MYL11,9362,-0.0066
CCDC172,6388,-0.0066
PSORS1C2,3408,-0.0066
ENSG00000265664,2521,-0.0066
ENSG00000275756,126,-0.0066
ENSG00000285683,9221,-0.0066
LINC01721,12765,-0.0066
ENSG00000286171,11778,-0.0067
ENSG00000285806,1172,-0.0067
ENSG00000250670,2228,-0.0067
ENSG00000288023,8203,-0.0067
ENSG00000277235,3070,-0.0067
ENSG00000272361,7496,-0.0067
FAM91A2P,2789,-0.0067
ENSG00000267651,2442,-0.0067
VAV3-AS1,3189,-0.0067
ENSG00000287050,6315,-0.0067
ENSG00000267934,8519,-0.0067
ENSG00000233407,1125,-0.0067
ENSG00000285800,125,-0.0067
ETF1P2,10838,-0.0068
ENSG00000237477,4245,-0.0068
ENSG00000240751,3480,-0.0068
ENSG00000288571,1266,-0.0068
PMS2P12,838,-0.0068
ENSG00000274215,6780,-0.0068
SLC10A2,1510,-0.0068
LINC00613,4741,-0.0068
PIN1-DT,845,-0.0068
NPIPA2,680,-0.0069
RPS4XP9,307,-0.0069
ENSG00000270638,8960,-0.0069
ENSG00000264273,7240,-0.0069
ENSG00000263893,3995,-0.0069
ENSG00000289535,10980,-0.0069
ENSG00000213549,1749,-0.0069
ENSG00000266100,5646,-0.0069
ENSG00000277675,3546,-0.007
ITLN2,2089,-0.007
ENSG00000286073,2624,-0.007
TBX18-AS1,7971,-0.007
LNMICC,5133,-0.007
HNRNPA1P44,1428,-0.007
ENSG00000287597,1405,-0.007
ENSG00000276278,11543,-0.007
GUSBP10,295,-0.007
DDX39B-AS1,3255,-0.007
BEST2,7408,-0.0071
ENSG00000227307,11376,-0.0071
ENSG00000255933,3079,-0.0071
SIM1-AS1,943,-0.0071
Y_RNA-629,72,-0.0071
KRT77,151,-0.0071
ENSG00000225711,5741,-0.0071
PCDH9-AS2,13947,-0.0071
ENSG00000183171,5217,-0.0071
NPM1P36,79,-0.0071
ENSG00000254432,4479,-0.0071
ENSG00000265179,2292,-0.0072
CAPZA1P1,619,-0.0072
FXYD7,10186,-0.0072
SALL4P1,319,-0.0072
LINC02264,4551,-0.0072
EFCAB9,10526,-0.0073
ENSG00000283285,396,-0.0073
TESC-AS1,14082,-0.0073
ENSG00000286124,220,-0.0073
KIR2DL1,636,-0.0073
ENSG00000286455,248,-0.0073
Y_RNA-74,278,-0.0073
FERP1,4757,-0.0073
RPS15AP36,3334,-0.0073
ENSG00000260100,8787,-0.0073
ENSG00000232037,2901,-0.0074
ENSG00000277653,21,-0.0074
ENSG00000287473,218,-0.0075
SEPTIN7P11,5997,-0.0075
ENSG00000286712,7150,-0.0075
MYL10,3212,-0.0075
ENSG00000235204,6764,-0.0075
HSPA9P1,11312,-0.0075
PPIAP89,255,-0.0075
RNU6-509P,356,-0.0076
ENSG00000275265,10189,-0.0076
ENSG00000269161,4137,-0.0076
ENSG00000257449,15094,-0.0076
ENSG00000287430,1221,-0.0076
ENSG00000231183,1252,-0.0076
ENSG00000278083,1479,-0.0077
ENSG00000264595,4397,-0.0077
LINC01832,2775,-0.0077
ENSG00000229305,2636,-0.0077
LINC01451,1635,-0.0077
ENSG00000228487,6074,-0.0077
C11orf16,4095,-0.0077
USP32P3,7918,-0.0077
ENSG00000249284,170,-0.0077
ENSG00000288549,463,-0.0077
TBC1D21,3691,-0.0077
ENSG00000235583,971,-0.0077
ENSG00000240033,890,-0.0077
ENSG00000286879,1225,-0.0077
RPS4XP19,344,-0.0078
ENSG00000287571,263,-0.0078
USP9YP6,460,-0.0078
SPDYE17,11633,-0.0078
LINC01514,2737,-0.0078
ENSG00000223753,622,-0.0078
LINC02898,4500,-0.0078
Y_RNA-328,259,-0.0079
ENSG00000242262,1602,-0.0079
ENSG00000273675,4066,-0.0079
ENSG00000228413,264,-0.0079
ENSG00000230407,68,-0.0079
NFYCP2,367,-0.0079
ENSG00000232408,71,-0.0079
PPM1AP1,351,-0.0079
LINC02039,2049,-0.0079
SAGE2P,63,-0.0079
ENSG00000273360,3689,-0.0079
ENSG00000265128,11338,-0.008
H4C12,3859,-0.008
ENSG00000256440,440,-0.008
CTBP2P2,598,-0.008
RBM33-DT,9126,-0.008
COL6A2-DT,2801,-0.008
ADORA3,33,-0.008
LINC01879,1029,-0.008
ENSG00000288830,2566,-0.008
ENSG00000235881,1736,-0.008
ENSG00000279070,13998,-0.0081
ELL2P4,42,-0.0081
GCK,6460,-0.0081
ENSG00000286312,6939,-0.0081
ENSG00000259563,6028,-0.0081
ENSG00000283629,7528,-0.0081
PIGCP1,5154,-0.0081
ENSG00000225209,4024,-0.0081
ENSG00000279029,5622,-0.0081
ENSG00000241577,587,-0.0081
CSPG4P10,1528,-0.0081
ENSG00000290552,324,-0.0081
SPACA4,653,-0.0081
ENSG00000280060,4621,-0.0082
ENSG00000272874,1017,-0.0082
FAM242F,5629,-0.0082
SPDYE9,123,-0.0082
ENSG00000231357,261,-0.0082
ENSG00000255506,1246,-0.0082
ENSG00000260989,15123,-0.0082
NDUFB4P9,119,-0.0082
ENSG00000236226,377,-0.0082
RCCD1-AS1,12327,-0.0083
ENSG00000253574,2426,-0.0083
ENSG00000277977,457,-0.0083
GPR32,22,-0.0083
ITIH3,6643,-0.0083
PSMA1P1,1199,-0.0083
TRAPPC12-AS1,4717,-0.0084
LINC02659,556,-0.0084
RBMS3-AS1,5425,-0.0084
CCER1,2286,-0.0084
ENSG00000234225,35,-0.0084
ENSG00000259981,1225,-0.0084
SPDYE2B,4600,-0.0085
HES3,458,-0.0085
ENSG00000286341,5731,-0.0085
KCNG4,7458,-0.0085
ARHGAP42-AS1,6163,-0.0085
ARAP1-AS1,6894,-0.0085
ENSG00000225836,4796,-0.0085
ENSG00000286765,581,-0.0085
ENSG00000251250,389,-0.0086
KCTD9P6,932,-0.0086
LINC02202,4787,-0.0086
INSYN1-AS1,5134,-0.0086
ENSG00000279174,309,-0.0086
ENSG00000225424,582,-0.0086
FMN2P1,459,-0.0086
KRT24,708,-0.0087
ENSG00000225282,4899,-0.0088
ENSG00000289266,1804,-0.0088
ENSG00000279431,1863,-0.0088
ENSG00000264634,1047,-0.0088
VDAC1P3,3262,-0.0088
ENSG00000257807,672,-0.0088
ENSG00000203971,192,-0.0089
ENSG00000271029,835,-0.0089
ENSG00000233183,3443,-0.0089
PBX1-AS1,1968,-0.0089
SRSF6P2,7645,-0.0089
FAM86GP,5624,-0.0089
ENSG00000253523,138,-0.0089
FKTN-AS1,8957,-0.0089
ENSG00000255537,520,-0.0089
LINC01525,9261,-0.0089
ENSG00000286685,10143,-0.009
SRGAP3-AS4,3974,-0.009
AKR1B1P7,99,-0.009
ENSG00000223461,8808,-0.009
ENSG00000283446,2757,-0.009
ENSG00000261394,2298,-0.009
ENSG00000275339,3280,-0.009
ENSG00000284994,6876,-0.0091
ENSG00000250126,880,-0.0091
ENSG00000270094,9199,-0.0091
TBX5,6930,-0.0091
ENSG00000275902,7400,-0.0091
ENSG00000260583,5225,-0.0091
ODF4,365,-0.0091
EIF4E2P1,97,-0.0091
ENSG00000260830,2991,-0.0091
ENSG00000235820,7586,-0.0091
GPR62,870,-0.0091
CYP2F1,7055,-0.0091
ENSG00000236936,1620,-0.0091
ENSG00000273055,10951,-0.0091
ENSG00000258581,852,-0.0091
ENSG00000262147,13388,-0.0092
LINC02838,564,-0.0092
ENSG00000275445,1508,-0.0092
ENSG00000284645,63,-0.0092
ENSG00000288798,6872,-0.0092
ENSG00000259067,3751,-0.0092
CAHM,11374,-0.0092
KIF4B,10260,-0.0092
ENSG00000271843,2198,-0.0092
RPL23AP31,155,-0.0092
ENSG00000256314,2525,-0.0093
ENSG00000250046,2538,-0.0093
ENSG00000214144,957,-0.0093
BBIP1P1,480,-0.0093
ENSG00000281938,542,-0.0093
ENSG00000286943,10372,-0.0093
ENSG00000226624,93,-0.0093
ROPN1L-AS1,554,-0.0093
AQP8,9080,-0.0094
LYZL1,3121,-0.0094
LINC00588,377,-0.0094
ENSG00000290939,4158,-0.0094
CRYZP1,6333,-0.0094
C18orf25,18198,-0.0094
ENSG00000289191,363,-0.0094
ENSG00000266936,7879,-0.0095
CSN1S2AP,574,-0.0095
Y_RNA-164,25,-0.0095
ENSG00000254545,1079,-0.0095
ENSG00000236545,21,-0.0095
ENSG00000240143,1230,-0.0095
LINC02681,2341,-0.0095
ARPC3P5,1111,-0.0095
GRM8-AS1,3576,-0.0096
ENSG00000268355,253,-0.0096
ENSG00000286899,2798,-0.0096
RNU6-955P,858,-0.0096
ENSG00000232058,4302,-0.0096
ENSG00000285963,4094,-0.0096
RN7SL767P,994,-0.0096
PRKAG2-AS2,2037,-0.0096
ENSG00000282408,2358,-0.0097
ENSG00000256452,7085,-0.0097
ENSG00000206731,6954,-0.0097
ENSG00000270147,1820,-0.0097
LINC02965,9125,-0.0097
RPL12P13,3359,-0.0097
ENSG00000287896,8104,-0.0098
RNY1P10,4465,-0.0098
ENSG00000267784,5930,-0.0098
ENSG00000231384,4792,-0.0098
RN7SL543P,376,-0.0098
DCUN1D2-AS,12498,-0.0098
TRIM43,318,-0.0098
RN7SL836P,63,-0.0098
SLC25A24P2,280,-0.0098
RBMXP4,275,-0.0098
HMGB1P13,2782,-0.0099
ILF2P1,210,-0.0099
ENSG00000233417,7454,-0.0099
ENSG00000224545,1468,-0.0099
TBL1Y,11513,-0.0099
ENSG00000249435,21,-0.0099
CAPSL,3686,-0.0099
UMPS,17883,-0.0099
HTR3C,4382,-0.0099
Y_RNA-67,2550,-0.0099
ENSG00000279412,6130,-0.01
ENSG00000267387,2493,-0.01
ENSG00000254365,1156,-0.01
ENSG00000237019,7668,-0.01
ENSG00000287822,2029,-0.01
ENSG00000267122,5805,-0.01
ENSG00000231539,1421,-0.01
ENSG00000286004,7324,-0.01
ENSG00000279979,518,-0.01
ENSG00000285792,338,-0.01
ENSG00000285549,10239,-0.0101
ENSG00000286344,265,-0.0101
ENSG00000265750,13113,-0.0101
ENSG00000226861,94,-0.0101
ENSG00000279716,3526,-0.0101
ENSG00000226376,2371,-0.0101
ATXN8OS,5360,-0.0101
LINC02924,2977,-0.0102
SIGLEC7,775,-0.0102
ENSG00000259814,485,-0.0102
ASPN,14682,-0.0102
TAS2R62P,289,-0.0102
TEX51,2921,-0.0102
ENSG00000273305,2078,-0.0102
NEUROD2,2674,-0.0102
PGM5-AS1,144,-0.0103
ENSG00000251033,3974,-0.0103
TXNDC2,4115,-0.0103
ENSG00000290983,2961,-0.0103
ENSG00000286700,330,-0.0103
ENSG00000261840,12551,-0.0103
ENSG00000283138,1648,-0.0103
ENSG00000267563,1193,-0.0103
GPR149,9874,-0.0104
ATP5PF,18039,-0.0104
LINC02954,5461,-0.0104
GAD2,9267,-0.0104
ENSG00000287567,570,-0.0104
ENSG00000259175,2535,-0.0104
ENSG00000289070,9901,-0.0104
ENSG00000290593,425,-0.0105
ENSG00000233271,1638,-0.0105
Y_RNA-127,614,-0.0105
LINC02287,3146,-0.0105
RN7SKP232,51,-0.0105
ENSG00000231178,1470,-0.0106
ATP6V1D,18269,-0.0106
EIF3LP3,280,-0.0106
FTLP6,151,-0.0106
MRPL15P1,1132,-0.0106
MFFP3,141,-0.0106
ENSG00000223602,38,-0.0106
ENSG00000272583,1560,-0.0107
ENSG00000259351,8830,-0.0107
ENSG00000217004,2043,-0.0107
ENSG00000250376,494,-0.0107
LINC02214,3071,-0.0107
ENSG00000258383,1522,-0.0107
ENSG00000230638,770,-0.0107
RPS27P22,123,-0.0107
AK3P5,1911,-0.0107
ENSG00000264769,2391,-0.0107
COPB2,18309,-0.0107
ENSG00000258759,319,-0.0107
ENSG00000236961,3905,-0.0107
RPL30P11,6623,-0.0108
ENSG00000287585,288,-0.0108
UBE2V1P8,39,-0.0108
MZT1P2,560,-0.0108
ENSG00000287803,891,-0.0108
MTND1P21,33,-0.0108
RNU6-1310P,2263,-0.0108
ZEB2-AS1,6520,-0.0109
ITPK1-AS1,12093,-0.0109
CCNG2P1,1366,-0.0109
ENSG00000232959,1234,-0.0109
ENSG00000286841,1202,-0.0109
ENSG00000289377,1916,-0.011
ENSG00000254829,1042,-0.011
ENSG00000263388,2675,-0.011
RPL6P31,2585,-0.011
ENSG00000270082,592,-0.011
TBC1D3I,438,-0.011
LINC02084,1363,-0.011
ENSG00000289987,5816,-0.011
AP1B1P1-1,5182,-0.011
MTND6P21,5695,-0.011
ENSG00000226680,7744,-0.0111
IGLL1,2627,-0.0111
CTF2P,5507,-0.0111
ENSG00000279494,1391,-0.0111
ENSG00000257120,3185,-0.0111
ENSG00000285610,134,-0.0111
ENSG00000287099,1996,-0.0111
ENSG00000284646,1611,-0.0111
TEX53,4590,-0.0111
ENSG00000289120,7553,-0.0111
ENSG00000240040,3386,-0.0111
MEX3D,17774,-0.0111
ENSG00000264876,4830,-0.0112
ENSG00000286297,5203,-0.0112
ENSG00000267095,1744,-0.0112
ENSG00000284600,441,-0.0112
ENSG00000259166,717,-0.0113
ENSG00000284705,168,-0.0113
LINC00314,1515,-0.0113
ENSG00000220913,239,-0.0113
HNRNPA1P23,1181,-0.0113
SLC26A3,11954,-0.0113
BMP10,15047,-0.0113
ENSG00000273210,2501,-0.0113
ENSG00000225505,7642,-0.0114
ENSG00000287863,2986,-0.0114
CYP17A1,2111,-0.0114
ENSG00000288473,2138,-0.0115
NPM1P10,2660,-0.0115
LINC01375,5757,-0.0115
ENSG00000285930,727,-0.0115
RPL13AP6,633,-0.0115
GLTPD2,2465,-0.0115
LINC01985,1383,-0.0116
ANO3-AS1,5190,-0.0116
ENSG00000289436,540,-0.0116
OR9P1P,688,-0.0116
LINC01790,2728,-0.0116
MTND5P20,168,-0.0116
ENSG00000290507,288,-0.0116
ENSG00000228818,4989,-0.0116
OGFOD1P1,2201,-0.0116
GRK6P1,1353,-0.0117
ENSG00000255860,1249,-0.0117
ENSG00000260545,8129,-0.0117
ENSG00000224001,2231,-0.0117
ENSG00000260377,1487,-0.0117
OR8G7P,76,-0.0117
ENSG00000260378,10710,-0.0117
ENSG00000251569,8106,-0.0117
ENSG00000240355,51,-0.0117
ENSG00000285813,5511,-0.0117
ENSG00000287945,6607,-0.0117
TRBV7-1,46,-0.0117
C20orf144,8335,-0.0118
OR51A7,369,-0.0118
LINC00363,4140,-0.0118
ENSG00000273388,7560,-0.0118
LRRC4,11366,-0.0118
TTTY4,655,-0.0118
RPL35AP16,6578,-0.0118
JDP2-AS1,4979,-0.0118
TPRKBP1,32,-0.0118
ENSG00000290083,2295,-0.0119
MED1,18265,-0.0119
KRT8P35,439,-0.0119
ENSG00000241042,462,-0.0119
ENSG00000248363,2075,-0.0119
ENSG00000286357,903,-0.0119
AIMP1P2,501,-0.0119
LINC00440,8698,-0.0119
PTP4A1P6,1367,-0.012
KRT42P-1,3062,-0.012
DEFB119,1473,-0.012
CENPNP2,8868,-0.012
ENSG00000273365,2451,-0.012
PRR13P5,1888,-0.012
RPS27P25,3321,-0.012
ENSG00000290090,2537,-0.012
ENSG00000270068,146,-0.012
ENSG00000230298,99,-0.012
ENSG00000272854,4186,-0.012
GTSCR1,3671,-0.0121
ENSG00000287524,2347,-0.0121
ENSG00000287285,352,-0.0121
PPP1R2P1,2793,-0.0121
ENSG00000276952,8542,-0.0121
ENSG00000238804,24,-0.0121
RPS16P9,58,-0.0121
MIR302CHG,14359,-0.0121
ENSG00000232628,3933,-0.0122
MAPK8IP3-AS1,1072,-0.0122
ENSG00000267150,218,-0.0122
ENSG00000248795,2792,-0.0122
PAFAH1B2P1,950,-0.0122
OTC,9254,-0.0122
ENSG00000241884,6205,-0.0123
SELENOS,18259,-0.0123
LINC02192,2676,-0.0123
BNIP3P39,183,-0.0123
NDUFA5P11,2514,-0.0123
TRPT1,17705,-0.0123
ENSG00000234938,2442,-0.0123
MEIOSIN,11101,-0.0123
OR6B1,382,-0.0123
TECTB,6045,-0.0123
ENSG00000234361,4653,-0.0124
ENSG00000232500,77,-0.0124
ENSG00000288900,9193,-0.0124
HNRNPA1P21,128,-0.0124
ENSG00000272137,5578,-0.0124
ENSG00000257579,2562,-0.0125
TNNC2,16376,-0.0125
ENSG00000253871,870,-0.0125
RN7SL176P,171,-0.0125
USH2A-AS1,324,-0.0125
NT5C1B,8399,-0.0125
Y_RNA-633,3090,-0.0125
ENSG00000260183,3165,-0.0126
CYP2G2P,3197,-0.0126
ENSG00000280254,2652,-0.0126
MSNP1,7345,-0.0126
ENSG00000260122,2145,-0.0126
ENSG00000272824,7098,-0.0126
ABCC13-1,3949,-0.0126
ENSG00000260651,1644,-0.0126
ENSG00000287408,9014,-0.0126
LINC01872,5288,-0.0126
RPL24P4,9823,-0.0126
FTH1P13,376,-0.0126
ENSG00000289088,301,-0.0127
FTH1P5,1933,-0.0127
ABHD16B,219,-0.0127
ENSG00000277803,1963,-0.0128
FAM90A27P,427,-0.0128
SLC9A3R1-AS1,1720,-0.0128
ENSG00000246331,346,-0.0128
MIR762HG,17368,-0.0128
ENSG00000267218,131,-0.0128
ENSG00000288741,12230,-0.0128
ENSG00000273188,5199,-0.0128
ENSG00000279926,872,-0.0129
LINC02031,2147,-0.0129
ENSG00000275358,245,-0.0129
PLEKHA3,18068,-0.0129
ACTG1P22,2146,-0.0129
ALOX12,15796,-0.0129
ENSG00000250865,154,-0.0129
MCTP1-AS1,273,-0.013
TCHHL1,631,-0.013
PGGT1BP1,761,-0.013
SHISAL2B,5503,-0.013
ENSG00000229191,2852,-0.013
FABP6-AS1,4432,-0.013
ENSG00000275944,2463,-0.013
OR8X1P,70,-0.0131
ENSG00000248749,1065,-0.0131
ENSG00000270917,1467,-0.0131
ENSG00000287311,3326,-0.0131
ENSG00000271046,123,-0.0131
RPL37P23,3820,-0.0131
RN7SL619P,631,-0.0131
ENSG00000286992,3124,-0.0131
ENSG00000287340,498,-0.0131
ENSG00000254878,3346,-0.0131
NUTM1,7757,-0.0131
ENSG00000269765,8424,-0.0131
SEPTIN14P23,31,-0.0132
NUP133,18152,-0.0132
RPL7P41,1571,-0.0132
ENSG00000289643,230,-0.0132
ENSG00000236403,369,-0.0132
NANOGNBP2,286,-0.0132
TMA16P1,978,-0.0133
SEPTIN14P4,7660,-0.0133
TRIM51FP,81,-0.0133
ENSG00000227933,323,-0.0133
GUSBP6,2852,-0.0133
ENSG00000286245,8907,-0.0134
MTND3P5,454,-0.0134
ULK4P2-1,2060,-0.0134
ENSG00000259784,2843,-0.0134
NUDT10,2501,-0.0134
ENSG00000267240,308,-0.0135
ENSG00000253380,1082,-0.0135
ENSG00000229774,6137,-0.0135
RN7SL152P,1102,-0.0135
ENSG00000286358,1847,-0.0135
AMELY,2231,-0.0135
ENSG00000289951,293,-0.0135
ACSL6-AS1,96,-0.0135
ENSG00000243433,5144,-0.0135
ENSG00000224610,11117,-0.0135
LINC01676,1735,-0.0136
ENSG00000250274,1010,-0.0136
ENSG00000268595,3046,-0.0136
CLEC5A,7310,-0.0136
ENSG00000290597,1745,-0.0136
ENSG00000286595,4996,-0.0136
CFAP276,7622,-0.0137
ENSG00000231691,1658,-0.0137
GPX6,1202,-0.0137
SEPTIN7P1,4212,-0.0137
LINC00358,1079,-0.0137
Y_RNA-527,2523,-0.0137
ENSG00000279875,396,-0.0138
ENSG00000279469,856,-0.0138
ENSG00000234338,1016,-0.0138
ENSG00000286064,3195,-0.0138
ENSG00000261025,795,-0.0138
GTF3AP1,537,-0.0138
TMEM270,4218,-0.0139
ENSG00000248935,2941,-0.0139
NANOGP8,545,-0.0139
SEC61G,18311,-0.0139
ENSG00000239480,14875,-0.0139
ENSG00000253424,116,-0.0139
RNU6-1048P,104,-0.0139
RPL7L1P5,809,-0.0139
PNPLA5,1490,-0.0139
ENSG00000287220,354,-0.014
C9orf57,7731,-0.014
BTNL3,5391,-0.014
ENSG00000287974,2315,-0.014
ING2,18056,-0.014
ENSG00000260132,4801,-0.0141
LINC00608,4553,-0.0141
PTPRJ-AS1,7277,-0.0141
ENSG00000286950,4509,-0.0141
PYY2-1,5211,-0.0141
LINC02786,225,-0.0141
RNU6-733P,1300,-0.0141
RNVU1-2A,505,-0.0141
ENSG00000289166,1449,-0.0142
ENSG00000279597,58,-0.0142
SUB1P4,144,-0.0142
ENSG00000249690,5326,-0.0142
ENSG00000287152,229,-0.0142
ALDH1A2-AS1,189,-0.0142
ENSG00000227716,1337,-0.0142
Metazoa_SRP-136,2248,-0.0143
ENSG00000175604,2352,-0.0143
UMODL1-AS1,548,-0.0143
ENSG00000287145,2104,-0.0143
LNCNEF,2566,-0.0143
ENSG00000286128,7408,-0.0143
CHORDC1P1,4493,-0.0143
KRT18P34,204,-0.0144
ENSG00000286424,988,-0.0144
ENSG00000272509,5349,-0.0144
ENSG00000289461,268,-0.0144
MYOZ3-AS1,2040,-0.0144
VN1R110P,1174,-0.0145
CTAGE1,2916,-0.0145
ENSG00000286907,8681,-0.0145
LINC01089,1318,-0.0145
ENSG00000229770,357,-0.0146
ENSG00000286720,3580,-0.0146
ENSG00000233427,3312,-0.0146
SPATA31A3,170,-0.0146
ENSG00000250796,406,-0.0146
HSPA12A-AS1,2305,-0.0146
MBL2,1159,-0.0147
ENSG00000233514,1924,-0.0147
RN7SL402P,299,-0.0147
ENSG00000227230,7799,-0.0147
ENSG00000223438,717,-0.0147
RNU6-879P,748,-0.0147
SLC28A3-AS1,3628,-0.0147
CACNA1C-AS2,1349,-0.0147
UGT3A1,7286,-0.0147
LINC02493,3472,-0.0147
LINC02513,1209,-0.0147
ENSG00000275441,12466,-0.0147
NTM-AS1,6157,-0.0148
LINC01824,202,-0.0148
ZBTB20-AS3,5189,-0.0148
ENSG00000273920,185,-0.0148
UBE2V1P15,81,-0.0148
ENSG00000266642,3785,-0.0148
ENSG00000253564,1196,-0.0148
C4orf17,2673,-0.0148
FCN1,2948,-0.0148
ENSG00000230160,583,-0.0148
OR5H2,129,-0.0148
ATP5MKP1,563,-0.0149
LYZL4,3427,-0.0149
ENSG00000255539,1311,-0.0149
TMEM78,676,-0.0149
ENSG00000273233,3141,-0.0149
BSPH1,5916,-0.0149
Metazoa_SRP-83,4121,-0.015
ENSG00000257897,50,-0.015
ENSG00000280767,4937,-0.015
RNU6-1127P,1227,-0.015
ENSG00000254698,2174,-0.0151
ENSG00000272950,3838,-0.0151
ENSG00000286884,1242,-0.0151
