gene,n_pairs,r
CHRM3,18229,0.1229
ENSG00000254258,739,0.1229
LINC02426,8165,0.1229
VPS8,18314,0.1229
IGSF8,17650,0.1228
LINC02179,64,0.1228
LINC00445,134,0.1228
MOB2,17870,0.1228
GNA11,17953,0.1228
USP40,18159,0.1228
CSMD2,17371,0.1228
TALDO1,17993,0.1228
ENSG00000234537,3097,0.1228
ENSG00000254632,10001,0.1228
TCHP,17860,0.1228
ORC5,18071,0.1228
MKRN6P,13882,0.1227
SCRN3,17916,0.1227
LINC02236,17164,0.1227
FDCSP,4342,0.1227
B3GNTL1,17839,0.1227
COPG2,18098,0.1227
LINC01120,678,0.1227
KATNBL1,18253,0.1227
SPATA31D2P,107,0.1227
UAP1L1,17588,0.1227
RTL8A,17654,0.1227
SLX4IP,18247,0.1227
TRIM37,18279,0.1227
ENSG00000258711,11279,0.1227
DYNC1LI1,18146,0.1227
LDAF1,18136,0.1226
ARID5A,17735,0.1226
PAGR1,17838,0.1226
GJC1,18103,0.1226
LINC02653,15365,0.1226
ENSG00000262898,14456,0.1226
ZSCAN30,17823,0.1226
ENSG00000286185,17905,0.1226
LINC02547,11527,0.1226
ZNF57,17325,0.1226
CSF2RBP1,505,0.1226
YWHAQP7,2337,0.1225
LINC01695,17152,0.1225
FAM86C2P-1,12521,0.1225
NAGPA,17417,0.1225
CHP1P1,2056,0.1225
ENSG00000227747,300,0.1225
RMND5A,18184,0.1225
IMPDH1P3,299,0.1225
ENSG00000285245,13165,0.1225
SMG9,18042,0.1225
APBA1,17584,0.1225
ENSG00000286418,220,0.1225
LINC02022,7833,0.1225
RAB5IF,18113,0.1225
GAK,18267,0.1225
DDIAS,17624,0.1224
ENSG00000145063,6683,0.1224
TKFC,17626,0.1224
POLN,17841,0.1224
LINC01477,2111,0.1224
OR2L5,4599,0.1224
LINC01929,2519,0.1224
SMC5-DT,17854,0.1224
OR4F15,12246,0.1224
ENSG00000290548,17973,0.1224
ENSG00000234686,978,0.1224
ENSG00000253363,17258,0.1224
ENSG00000259316,17385,0.1224
ENSG00000290014,4303,0.1224
ZNRF1,18245,0.1224
MTCO3P5,39,0.1224
ENSG00000227938,205,0.1224
ARHGEF34P,15977,0.1224
ENSG00000276422,237,0.1223
ISCA1,17987,0.1223
FBXL19,17747,0.1223
RAB17,17069,0.1223
DNAH12,17399,0.1223
ENSG00000235563,1360,0.1223
FAM153DP,117,0.1223
SLC37A1,17943,0.1223
NFKBIE,17619,0.1223
ENSG00000287273,307,0.1223
DIABLO,18187,0.1223
ENSG00000285526,10386,0.1223
ZNF260,17958,0.1223
C2CD5-AS1,17606,0.1223
TTTY10,14737,0.1222
SSBP1,18254,0.1222
ME2P1,1280,0.1222
TMEM170B,17268,0.1222
ENSG00000232949,13900,0.1222
GSTP1,18260,0.1222
CROCCP2,17767,0.1222
KLHL23,18121,0.1222
ALDH3B1,17389,0.1222
CDKN2AIP,17833,0.1222
HES4,17826,0.1222
IFITM3,18262,0.1222
ATOH8,15266,0.1222
MIXL1,4360,0.1222
MAP1LC3C,3483,0.1222
ENSG00000279326,393,0.1222
SEMA4G,17255,0.1222
EGLN2,17713,0.1222
HORMAD1,15765,0.1221
ENSG00000257863,1287,0.1221
CYP27C1,17469,0.1221
FBXO38,18254,0.1221
ENSG00000262921,4322,0.1221
EIF2B2,17698,0.1221
SRCIN1,17616,0.1221
ZNF10,18171,0.1221
DNAJB5-DT,12525,0.1221
ZNF330,18075,0.1221
POLR3A,18173,0.1221
NUP93,18127,0.1221
SGSH,17567,0.122
BMS1P20,17756,0.122
ENSG00000285841,2212,0.122
ENSG00000290013,3044,0.122
MLST8,17384,0.122
ATL3,18185,0.122
RSC1A1,17107,0.122
CORO2A,17898,0.122
FNDC7,16534,0.122
PAXIP1-AS2,17632,0.122
ACSF2,17778,0.122
LRIF1,18090,0.122
ENSG00000259723,17816,0.122
PTX3,17419,0.122
ENSG00000258958,1401,0.122
BMP1,18004,0.122
SLC9A7,18207,0.122
DDX51,17655,0.122
BLOC1S3,17109,0.122
ENSG00000286472,12330,0.122
LINC01151,16755,0.122
ENSG00000259413,134,0.122
GINM1,18082,0.122
ENSG00000288738,1074,0.122
ENSG00000223727,17700,0.1219
UGT1A3,2578,0.1219
KCNMB2,18017,0.1219
CXADRP2,96,0.1219
CACNA2D1,18220,0.1219
ENSG00000290948,17547,0.1219
CYYR1-AS1,13564,0.1219
LINC00994,5077,0.1219
RWDD2B,17566,0.1219
HIP1R,17925,0.1219
EBI3,16785,0.1219
SAMD4A-AS1,17396,0.1219
ENSG00000238129,5679,0.1219
INPP5F,18188,0.1219
TMEM106B,18217,0.1219
WNT2B,18181,0.1219
TRMT2B,18048,0.1219
NDUFB6,17886,0.1219
DBH,3345,0.1219
TMEM200B,13544,0.1219
ENSG00000248928,223,0.1219
COLEC11,17143,0.1219
ENSG00000273734,17813,0.1219
LMNTD2,16463,0.1219
USP3-AS1,17842,0.1219
WAC-AS1,17845,0.1219
ENSG00000250158,17043,0.1219
AKT2,18137,0.1218
SGSM2,17956,0.1218
ENSG00000224134,417,0.1218
RPL23AP57,1185,0.1218
SPC24,17648,0.1218
PSMA1,18234,0.1218
LINC00540,18191,0.1218
CFAP300,16089,0.1218
ZNF740,17797,0.1218
JMJD7,17423,0.1218
ARIH1,18329,0.1217
PCDHA3,2361,0.1217
PPIL2,18112,0.1217
CENPO,17884,0.1217
TCP11L1,18098,0.1217
DANCR,17870,0.1217
ENSG00000286109,10864,0.1217
COPS8,18113,0.1217
ENSG00000257176,17498,0.1217
CXCL10,14771,0.1217
KRBOX1,3525,0.1217
ENSG00000289217,1185,0.1217
ENSG00000253766,17236,0.1217
HMCN1,17772,0.1217
STRN3,18329,0.1217
GZMH,108,0.1217
C7orf33,6015,0.1217
CEP41,17443,0.1217
ADA,17673,0.1217
ENSG00000279667,3861,0.1217
C5orf46,13117,0.1217
COG7,18261,0.1217
USP16,18304,0.1217
STRIP2,18069,0.1216
CDKN3,17795,0.1216
TIFA,17795,0.1216
KLKP1-1,16153,0.1216
SLC2A4RG,17748,0.1216
ACTBP8,1263,0.1216
EXOSC2,17771,0.1216
DEK,18325,0.1216
ZNF700,17999,0.1216
SUPT7L,18079,0.1216
CLEC2A,5696,0.1215
RNU6-336P,4916,0.1215
ZNF605,17813,0.1215
TXLNA,18137,0.1215
LINC01945,1138,0.1215
ZDHHC21,18140,0.1215
ENSG00000275320,45,0.1215
MALL,16192,0.1215
ENSG00000227407,16713,0.1215
ERCC2,17648,0.1215
ZNF468,17472,0.1215
RNF185,18132,0.1215
OR5B2,2563,0.1215
CYP27B1,17052,0.1215
ENSG00000285742,2606,0.1215
EYA3,18268,0.1214
LBH,17863,0.1214
AP3M1,17954,0.1214
CDC73,18325,0.1214
ENSG00000233995,348,0.1214
TMEM62,18111,0.1214
PSME2P1,821,0.1214
ZNF672,17566,0.1214
GRB7,18002,0.1214
LINC01605,17476,0.1214
FLG-AS1,17472,0.1214
AADACP1-1,8418,0.1214
OAF,17746,0.1213
FAM229A,17120,0.1213
P3H1,17880,0.1213
RBMY2EP,376,0.1213
ENSG00000290242,5316,0.1213
TTLL13,17127,0.1213
ENSG00000290843,1454,0.1213
TCTN1,17663,0.1213
ATP6V1C2,17608,0.1213
LINC00536,17098,0.1213
LINC01232,16138,0.1213
E2F1,17527,0.1213
ENSG00000279613,13693,0.1213
ERAP1,18102,0.1213
TM4SF1-AS1,16039,0.1213
ENSG00000238034,2162,0.1213
MOK,17829,0.1213
ENSG00000280173,11450,0.1213
TAF1C,17605,0.1213
ENSG00000226308,5510,0.1213
CBR3,17485,0.1213
TBC1D17,17878,0.1212
SGK2,17467,0.1212
ENSG00000249526,17579,0.1212
TPSAB1,2374,0.1212
ENSG00000260422,2075,0.1212
VENTX,2306,0.1212
CNTN5,17509,0.1212
ZNF222,17195,0.1212
RBMY2TP,216,0.1212
LYPD1,16544,0.1212
ENSG00000228470,17014,0.1212
SSB,18272,0.1212
PIGB,17972,0.1212
LINC02985,17162,0.1212
SLC10A3,17504,0.1212
CATSPERE,17612,0.1212
ENSG00000261161,12072,0.1212
ENSG00000288963,1993,0.1212
SAP30BP,18235,0.1211
EIF1P7,14980,0.1211
HS3ST3A1,17987,0.1211
PDE12,17903,0.1211
LYSMD3,18313,0.1211
F2RL1,17732,0.1211
CHPT1,17912,0.1211
ENSG00000286119,1327,0.1211
NKIRAS2,17860,0.1211
CCDC17,16636,0.1211
NCF4-AS1,2242,0.1211
PPP1R35-AS1,16026,0.1211
USP3,18323,0.1211
LPCAT3,18075,0.121
ENSG00000223849,4891,0.121
C12orf4,17974,0.121
CARD19,17775,0.121
BMP8A,17166,0.121
CIITA,15851,0.121
CACNA1E,15930,0.121
LINC02569,11049,0.121
FERMT3,17060,0.121
DNAL1,17914,0.121
SENP1,18170,0.121
NIBAN3,16395,0.121
DIAPH2-AS1,17627,0.121
ENSG00000257767,17266,0.121
FA2H,18209,0.121
MAT2A,18018,0.121
SYN2,16840,0.1209
DDX19B,18075,0.1209
ILRUN,18306,0.1209
RPS15AP9,127,0.1209
EPS15L1,18135,0.1209
PARVG,15052,0.1209
ITGAX,15387,0.1209
NFE2,9944,0.1209
OSCAR,16888,0.1209
LINC01141,8026,0.1209
SDC2,18258,0.1208
ENSG00000290117,13700,0.1208
LINC02646,17353,0.1208
TAS2R13,14026,0.1208
ENSG00000219404,452,0.1208
KPNA2P3,17419,0.1208
SLC6A9,17435,0.1208
THAP12P3,2438,0.1208
SERPINI1,17815,0.1208
RNU4-58P,56,0.1208
DNAJB5,17279,0.1208
CYP2W1,7327,0.1208
TRMU,17874,0.1207
ZNF514,17663,0.1207
NAA15,18286,0.1207
DHX58,17800,0.1207
ENSG00000258696,118,0.1207
LINC01855,101,0.1207
ENSG00000254648,1543,0.1207
LHPP,17667,0.1207
ENSG00000257635,463,0.1207
ENSG00000259265,1289,0.1207
MYZAP,3925,0.1206
RPL22,18221,0.1206
ATP6V0B,17910,0.1206
INPP5A,18228,0.1206
LHFPL3,17738,0.1206
SNRNP48,18150,0.1206
SUCLG2-DT,17768,0.1206
MIR2052HG,17673,0.1206
ZNF252P,17627,0.1206
LSMEM1,17582,0.1206
SUSD2,15991,0.1206
RPL34P33,3881,0.1205
MATCAP1,17601,0.1205
ZNF449,17722,0.1205
ENSG00000291156,17536,0.1205
NDUFAF2,18255,0.1205
LCE5A,538,0.1205
SCAT8,14250,0.1205
PSMA6,18287,0.1205
ENSG00000280064,16677,0.1205
VPS35,18290,0.1205
GABRA3,17214,0.1205
CLHC1,17945,0.1205
NAMPTP1,17363,0.1205
ENSG00000255244,113,0.1205
ENSG00000277011,2615,0.1205
CEACAMP9,152,0.1205
ENSG00000289286,1888,0.1205
GDF5-AS1,1289,0.1205
RN7SL495P,96,0.1205
LINC00326,15379,0.1205
ENSG00000260496,2461,0.1205
LINC02418,5381,0.1204
NPR3,17721,0.1204
ARHGAP27,17927,0.1204
NTNG1,17219,0.1204
BLTP3A,18047,0.1204
REEP6,16569,0.1204
PCSK4,16763,0.1204
EVA1A,17377,0.1204
ZNF761,18114,0.1204
FOXO4,17277,0.1204
USP2,16759,0.1204
MND1,17885,0.1204
ENSG00000287453,8033,0.1204
ENSG00000286552,1478,0.1204
CALHM5,7299,0.1204
GTDC1,18265,0.1204
CC2D1B,17765,0.1204
ENSG00000203900,400,0.1203
METTL4,17950,0.1203
KIAA2026,18303,0.1203
CHTF8,17930,0.1203
NELFCD,18160,0.1203
RAB3A,17426,0.1203
CHKB-DT,17658,0.1203
PELO,18101,0.1203
OSBP2,18234,0.1203
ENSG00000286598,499,0.1203
MAP2K7,18077,0.1203
ENSG00000259591,139,0.1203
BCAM,17852,0.1203
ENSG00000254760,2154,0.1203
ENSG00000248165,9943,0.1203
ENSG00000274702,312,0.1203
MLYCD,17736,0.1203
NOS3,14889,0.1203
SMIM43,603,0.1203
ARSJ,18098,0.1203
LINC01647,3231,0.1203
ENSG00000287389,2206,0.1203
NEDD1,18205,0.1203
PTGR3,17836,0.1203
SENP7,18245,0.1202
CCR12P,44,0.1202
INTS2,18187,0.1202
ENSG00000261654,16440,0.1202
LARP4,18319,0.1202
GABRR2,17553,0.1202
AP3D1,18315,0.1202
XPO1,18319,0.1202
SIDT2,17864,0.1202
ARPC1B,18240,0.1202
ENSG00000251459,654,0.1202
FNIP2,18208,0.1202
SERINC2,18038,0.1201
ENSG00000288731,1293,0.1201
KRT8P49,634,0.1201
DNA2,17898,0.1201
ZP3P2,1940,0.1201
MDFI,16001,0.1201
H2BC26,15988,0.1201
HSP90AA2P,17007,0.1201
APOBEC3F,17612,0.1201
H4C1,8627,0.1201
LINC01345,1272,0.1201
AP5B1,17586,0.12
ENSG00000228648,1312,0.12
ENSG00000279375,56,0.12
DPY19L2P1,16825,0.12
DCAF1,18227,0.12
LINC02989,12674,0.12
MAN1A2,18320,0.12
LINC00691,7788,0.12
ENSG00000286597,742,0.12
UCK1,17477,0.12
TTC13,17759,0.12
TBXAS1,17538,0.12
RPN2,18317,0.12
GIPR,17406,0.12
KIRREL3,17685,0.12
LINC01667,7793,0.12
RPL7L1,18285,0.12
LRRC37A6P,8652,0.12
ENSG00000234105,853,0.12
LGALSL,17382,0.1199
RNF14,18040,0.1199
KCNAB1,17363,0.1199
ENSG00000289316,15224,0.1199
SPATA31E3P,130,0.1199
SLC26A11,17769,0.1199
UNC5C,17318,0.1199
LAMB4,14941,0.1199
ENSG00000285572,16588,0.1199
KIF26A,16442,0.1199
NFIC,18300,0.1199
MEGF9,18046,0.1199
SLC2A12,17526,0.1199
ENSG00000241505,3076,0.1199
CAPN12,17687,0.1199
MTM1,18102,0.1199
GNG2,17466,0.1198
ERC2,17589,0.1198
CCR2,1050,0.1198
ENSG00000231236,15891,0.1198
ENSG00000290798,3156,0.1198
EFTUD2,18259,0.1198
MT1A,14153,0.1198
GLI4,17332,0.1198
NIFK-AS1,17861,0.1198
CHROMR,17665,0.1198
ENSG00000285191,192,0.1198
DNAJC17P1,182,0.1198
C3,18232,0.1198
BCL2L1-AS1,17634,0.1198
ENSG00000273049,5700,0.1198
PANX1,18047,0.1198
SERTAD4BP,1367,0.1198
ENSG00000271554,17244,0.1198
LINC00607,16497,0.1198
RBFA,17765,0.1197
LRP1B,18174,0.1197
ENSG00000287721,17121,0.1197
PLA2G12B,17080,0.1197
MEAF6,18184,0.1197
EDARADD,17422,0.1197
FBXO30,17833,0.1197
OVCH2,3933,0.1197
ENSG00000230615,17574,0.1197
RN7SL2,16954,0.1197
RTL8B,13328,0.1197
SEPTIN7P13,17309,0.1197
TMEM245,18287,0.1197
TSSC2,3852,0.1197
ENSG00000289860,11656,0.1197
LINC00261,12305,0.1197
TTC39C,18196,0.1197
PRKCD,17965,0.1197
CASS4,17520,0.1197
HAGH,17705,0.1197
ENSG00000236892,8360,0.1196
NOP16,17659,0.1196
FZD3,17974,0.1196
ENSG00000280878,17306,0.1196
PGAM1P3,57,0.1196
PLEKHG4,15244,0.1196
LINC00939,8346,0.1196
ENSG00000242431,221,0.1196
SAMD12-AS1,17045,0.1196
MARVELD1,17560,0.1196
HNRNPA1P3,4716,0.1196
ENSG00000257732,16570,0.1195
CCDC15,17771,0.1195
RYK,18301,0.1195
RUBCN,18107,0.1195
ENSG00000254459,17811,0.1195
TMEFF2,16939,0.1195
CD40,17085,0.1195
CYP4F8,1646,0.1195
OPHN1,18258,0.1195
CCDC183-AS1,15513,0.1195
FAM230F,5127,0.1195
POU5F1P3,137,0.1195
ENSG00000267246,6728,0.1195
PPP2R5B,17887,0.1195
ABCA13,17085,0.1195
USPL1,18309,0.1195
RNF34,18074,0.1195
C1orf174,17893,0.1195
MIR4280HG,15671,0.1195
GLRX3,18203,0.1195
ENSG00000236230,16706,0.1195
SFT2D2,18169,0.1194
ASB8,17911,0.1194
CPNE2,17779,0.1194
ADAMTS5,11851,0.1194
MCTP2,18222,0.1194
ZP3P1,71,0.1194
E2F2,16702,0.1194
DNM1,17985,0.1194
FBXO9,18155,0.1194
LINC01558,5581,0.1194
ENSG00000261888,12318,0.1194
RBM4,18252,0.1194
LINC03034,12259,0.1194
UQCRC1,18080,0.1193
SLC33A1,18254,0.1193
MYO16,17147,0.1193
TRMT10C,17801,0.1193
ENSG00000273077,1669,0.1193
NIPAL2,17554,0.1193
HSBP1,17981,0.1193
MRPS30-DT,17804,0.1193
LRIG1,18220,0.1193
ENSG00000287961,347,0.1193
ENSG00000233933,307,0.1193
ORAI2,17977,0.1193
HOXB-AS3,17497,0.1193
LINC02259,15987,0.1193
CNR1,8540,0.1192
ENSG00000233906,869,0.1192
ENSG00000254189,40,0.1192
ZNF581,17729,0.1192
MCHR1,3124,0.1192
SLC16A5,16911,0.1192
KNOP1P5,2236,0.1192
TOMM7,18200,0.1192
LINC02367,15670,0.1192
ENSG00000254290,6351,0.1192
PLAAT3,17898,0.1192
ENSG00000284644,16650,0.1192
PXMP4,17278,0.1192
ESRP2,15730,0.1192
ZBTB37,17952,0.1192
MGAM2,16524,0.1192
LRATD1,16674,0.1192
NIT2,17713,0.1192
RPL26P6,14953,0.1191
RCHY1,18053,0.1191
ENSG00000225929,91,0.1191
CFAP46,15603,0.1191
UBE2V1P12,996,0.1191
ENSG00000259336,17516,0.1191
PRND,1740,0.1191
WNK2,17617,0.1191
RNF170,17992,0.1191
GNB2,18152,0.1191
MYH16,16790,0.119
CLDN2,14185,0.119
PARPBP,17900,0.119
ENSG00000283684,3740,0.119
ENSG00000287051,11293,0.119
ZNF211,17392,0.119
OXGR1,2357,0.119
C1orf216,17214,0.119
LINC02655,540,0.119
LINC01583,14094,0.119
ENSG00000260141,6298,0.119
ENSG00000279525,3811,0.119
FBXO45,18006,0.119
ICA1,18215,0.119
OR8D4,402,0.119
NMT2,18220,0.119
MYG1,17622,0.119
GLI1,14705,0.119
ENSG00000229065,9466,0.119
C10orf88,17921,0.119
SUGP2,18076,0.119
AMER1,17233,0.119
ZNF287,16620,0.119
ENSG00000278593,73,0.1189
ZNF532,18090,0.1189
PRPS2,17898,0.1189
MOSMO,18298,0.1189
RPS15AP40,356,0.1189
NCEH1,18316,0.1189
ZNF334,12788,0.1189
KCTD12,17406,0.1189
ASIC3,16018,0.1189
RNU6-141P,399,0.1189
MIR99AHG,18195,0.1189
ENSG00000269292,16788,0.1189
TPRA1,17940,0.1189
ENSG00000269533,2949,0.1188
LOXL4,16279,0.1188
R3HDML-AS1,10254,0.1188
SPANXN3,1483,0.1188
ERGIC1,18291,0.1188
ENSG00000217289,77,0.1188
GVINP2,153,0.1188
IFI35,17680,0.1188
IMPA1P1,16112,0.1188
HEXIM2-AS1,17859,0.1188
VWA5A,17021,0.1188
IKBKG,16947,0.1188
NR1H5P,328,0.1188
LINC01361,4907,0.1188
ENSG00000256514,16487,0.1188
NDUFA5,18051,0.1188
ENSG00000276486,51,0.1188
GRM8,17408,0.1188
ENSG00000229717,15890,0.1188
UBA52,18291,0.1188
PMS2P6,9558,0.1187
VEPH1,17639,0.1187
SNX19,17996,0.1187
IYD,8320,0.1187
CFAP20,17813,0.1187
FRMD1,7282,0.1187
ENSG00000280009,764,0.1187
FRG1HP,18041,0.1187
CHAMP1,17853,0.1187
LANCL1-AS1,17303,0.1187
LINC02888,341,0.1187
RNFT2,17619,0.1187
C6orf120,17524,0.1187
LINC02038,1845,0.1187
CDS2,18172,0.1187
ZBTB39,17568,0.1187
ENSG00000234436,2934,0.1187
ZNF204P,13728,0.1187
ENSG00000290086,2721,0.1187
TCF7,17795,0.1187
SLC35E3,18148,0.1187
TMTC4,17757,0.1187
ENSG00000267090,6177,0.1187
LINC02803,17442,0.1187
NANOS3,16649,0.1187
RPL15P14,108,0.1187
PRKCE,18327,0.1186
ENSG00000285658,17087,0.1186
PHOSPHO1,4810,0.1186
GPAT2,3257,0.1186
BTN3A2,17840,0.1186
ENSG00000260605,475,0.1186
TPT1P4,11905,0.1186
ZNF830,17870,0.1186
RPS12P31,193,0.1186
ENSG00000255871,9234,0.1186
WSB2,18122,0.1186
TWF1,18215,0.1186
MAGEA9,241,0.1186
ENSG00000277998,8738,0.1186
MTND3P17,120,0.1186
ADAMTS1,17668,0.1186
NAXD,17925,0.1186
ABCC5,18110,0.1186
HLA-DQB2,709,0.1186
ENSG00000228033,17148,0.1186
ENSG00000254538,17318,0.1186
ENSG00000277695,8561,0.1185
CYP4Z2P-1,215,0.1185
CTBS,18057,0.1185
ENSG00000223725,18092,0.1185
BAIAP2-DT,17391,0.1185
HID1,16975,0.1185
USP32P2,7916,0.1185
LINC02950,5275,0.1185
SNRPF-DT,14508,0.1185
GOLM2,18325,0.1185
ENSG00000289307,4503,0.1185
ENSG00000250357,2572,0.1185
C11orf86,6685,0.1185
UGT1A6,17417,0.1185
TCF12,18329,0.1185
GCOM1,17957,0.1185
LINC01224,10238,0.1185
HSD3B7,16791,0.1184
NOD2,16017,0.1184
SLC2A10,17263,0.1184
MRPL35P2,123,0.1184
MIR9-3HG,16210,0.1184
ZXDB,17635,0.1184
HSPA6,13539,0.1184
ENSG00000227745,7184,0.1184
RNU4-8P,50,0.1184
CBR4-DT,105,0.1184
ACVR1B,17957,0.1184
CDRT15P4,73,0.1184
ENSG00000290616,4105,0.1184
AIMP2,17880,0.1183
SH2B1,17875,0.1183
ZBTB21,18159,0.1183
MYL7,22,0.1183
TBC1D2B,18031,0.1183
ENSG00000237707,203,0.1183
LYRM7,17882,0.1183
ENSG00000283525,11839,0.1183
CST3,18273,0.1183
ENSG00000287914,1331,0.1183
TAB3,18228,0.1183
ENSG00000268416,470,0.1183
PBX4,18012,0.1183
ENSG00000289020,3072,0.1182
ENSG00000251017,657,0.1182
NOTCH2NLA,17664,0.1182
MAGI2,18264,0.1182
PTPN21,18065,0.1182
HOXA13,17639,0.1182
ENSG00000283462,8323,0.1182
ENSG00000279091,3857,0.1182
PCK2,17654,0.1182
SMIM5,11905,0.1182
MAGEA6-DT,7637,0.1182
ENSG00000279482,135,0.1182
RPL35A,18329,0.1181
ENSG00000235056,7916,0.1181
ENSG00000231297,4392,0.1181
EEF1D,18318,0.1181
FLJ40194,17495,0.1181
IFNA17,116,0.1181
MTUS1-DT,16593,0.1181
EOGT-DT,17701,0.1181
SF3A3,18160,0.1181
ENSG00000261959,832,0.1181
KCTD20,18260,0.1181
ENSG00000285684,10074,0.1181
ENSG00000248994,13664,0.1181
RNASEL,17371,0.1181
TYK2,18043,0.1181
FGFR2,17824,0.1181
ENSG00000278212,3403,0.1181
FAM89B,17473,0.1181
SIGLEC15,14793,0.1181
ATRN,18308,0.1181
ENSG00000226296,1315,0.1181
ARHGAP11B,17350,0.1181
CSTB,18273,0.1181
HCG4,5296,0.118
ETF1P3,4791,0.118
CYP4F29P-1,1634,0.118
ENSG00000287658,322,0.118
ENSG00000248597,118,0.118
ENSG00000273413,9044,0.118
GPR137C,17509,0.118
ENSG00000280071,14895,0.118
SDCBP2,17936,0.118
SPDYC,2970,0.118
MTURN,18020,0.118
GABRE,17955,0.118
SLC6A17-AS1,295,0.118
TIMMDC1,18109,0.118
TMEM106A,17807,0.118
RPL23AP2,13756,0.118
PGPEP1,18076,0.118
EXOC3L4,13448,0.118
NADK2,18089,0.118
UBXN6,17880,0.118
TRAV13-2,147,0.118
TEX2,18004,0.1179
ZFHX2,17538,0.1179
ENSG00000239482,14635,0.1179
RABGGTA,17444,0.1179
ENSG00000275532,16413,0.1179
TMUB2,17806,0.1179
SNORA61,849,0.1179
TRPM7,18324,0.1179
PGAM5,17606,0.1179
ENSG00000249458,7291,0.1179
HOXB6,17905,0.1179
ENSG00000231530,321,0.1179
CRACDL,17049,0.1179
NKILA,13972,0.1179
SYNGR1,17108,0.1179
CCDC43,18124,0.1178
MAPK11,16650,0.1178
LINC01535,15077,0.1178
ENSG00000285584,12685,0.1178
ENSG00000255204,258,0.1178
ENSG00000258717,3801,0.1178
RNA5SP399,437,0.1178
ENSG00000182021,40,0.1178
ENSG00000218793,123,0.1178
KRT18P17,4052,0.1178
ZBTB33,17909,0.1178
HSPA8P9,3989,0.1178
ENSG00000230936,45,0.1178
GPN1,17948,0.1178
TMEM260,18250,0.1178
SNHG30,17903,0.1177
SDR42E1,10633,0.1177
ST6GALNAC3,17748,0.1177
IQSEC3-AS1,8984,0.1177
ENSG00000288891,17948,0.1177
STYXL1,18085,0.1177
PDCD6IPP2,11883,0.1177
ENSG00000240963,18093,0.1177
TMED5,18275,0.1177
TESC,17225,0.1177
SDHAP3,17746,0.1177
MDFIC,17982,0.1177
TLN1,18319,0.1177
TPST2,17960,0.1177
LLPHP2,2452,0.1177
UGT1A7,5616,0.1177
PPM1H,18026,0.1176
EIF4BP9,174,0.1176
ENSG00000262343,3208,0.1176
ENSG00000250189,5635,0.1176
CHKB,17853,0.1176
SKA3,17645,0.1176
VBP1,18124,0.1176
ZNF200,17860,0.1176
WDR47,17963,0.1176
MAP7D2,17955,0.1176
ZKSCAN8,18109,0.1176
RPL7AP28,532,0.1176
PCDH10-DT,12264,0.1175
RNF4,18160,0.1175
SNF8,18009,0.1175
ENSG00000241057,2227,0.1175
DDI2,18201,0.1175
MT3,8470,0.1175
KRBOX4,17995,0.1175
ENSG00000290951,17065,0.1175
LINC01106,14743,0.1175
GRIN2A,17537,0.1175
RETSAT,17981,0.1175
FLT1,17156,0.1175
TEKT4P2,7579,0.1175
KCNT2,17534,0.1175
ENSG00000259346,125,0.1175
UBTF,18074,0.1175
LINC01354,915,0.1175
AQP7P1,13217,0.1175
FCGBP,16640,0.1175
MAP1LC3B2,17446,0.1174
TLL1,15381,0.1174
PITPNM3,17587,0.1174
ENSG00000290931,17774,0.1174
VKORC1,18039,0.1174
TMEM168,18254,0.1174
ENSG00000248187,2373,0.1174
SEM1,18316,0.1174
ZNF546,17933,0.1174
TNIP2,17958,0.1174
SNX21,17567,0.1174
ECPAS,18321,0.1174
GSPT1,18318,0.1174
ZNF451-AS1,17687,0.1174
KIF1B,18328,0.1174
ENSG00000249984,5010,0.1174
ENSG00000230599,43,0.1173
DTHD1,6245,0.1173
CNOT4P1,136,0.1173
ENSG00000286753,17596,0.1173
SNRNP70,18213,0.1173
EIF2AK1,18307,0.1173
ENSG00000271553,15688,0.1173
TATDN1,18250,0.1173
ENSG00000286660,897,0.1173
ENSG00000257062,17036,0.1173
ACOXL,17128,0.1173
STIM1,18131,0.1173
LY6E-DT,17014,0.1172
CCDC110,16454,0.1172
ENSG00000287621,18086,0.1172
SLC18B1,17592,0.1172
NPM1P14,4961,0.1172
NR2F2,18198,0.1172
RRAGC,18010,0.1172
ENSG00000235356,5733,0.1172
PNRC2P1,16338,0.1172
ENSG00000226172,1658,0.1172
CDC42BPG,16958,0.1172
OFD1,18322,0.1172
RNF182,16955,0.1172
CDKL1,18123,0.1171
LINC02363,16745,0.1171
INO80E,17887,0.1171
TMEM102,14507,0.1171
DXO,17410,0.1171
CD109-AS1,10762,0.1171
ENSG00000228772,275,0.1171
LINC00161,905,0.1171
RPL35AP21,10163,0.1171
RPUSD4,17798,0.1171
ETAA1,17871,0.1171
NHEG1,4369,0.1171
ITFG2-AS1-1,12715,0.1171
OSTM1,18056,0.1171
SUPT4H1,17983,0.1171
MOSPD1,17970,0.1171
PDZK1IP1,14798,0.1171
MAPKAPK5,18040,0.1171
ENSG00000287396,2675,0.1171
GUCY2D,7450,0.117
SLC2A9,17274,0.117
PRPF40B,18175,0.117
LSINCT5,346,0.117
ENSG00000288775,1517,0.117
ENSG00000235083,402,0.117
ENSG00000260664,17249,0.117
POMK,17912,0.117
ZNF254,18211,0.117
DLEC1P1,664,0.117
ADAMTSL2,11736,0.117
OPTN,18296,0.117
BPIFA2,3450,0.117
UNC13B,18195,0.117
PSME2P2,2462,0.117
