patient,drug,n_first,n_second,n_both,jaccard
ACH-000957,Cobimetinib,375,3445,259,0.0727
ACH-000957,Crizotinib (hydrochloride),2890,2874,1184,0.2585
ACH-000957,Cyclosporin A,3066,2614,1191,0.2653
ACH-000957,Cysteamine (hydrochloride),946,2624,527,0.1732
ACH-000957,Cytarabine,2003,2840,828,0.2062
ACH-000957,Cytarabine (hydrochloride),554,2622,297,0.1032
ACH-000957,DT-061,2578,1890,743,0.1995
ACH-000957,DTP3,4142,1258,721,0.1541
ACH-000957,Dabrafenib,3405,4337,1631,0.2669
ACH-000957,Daidzin,2124,2267,759,0.209
ACH-000957,Dapagliflozin,1577,1497,482,0.186
ACH-000957,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",503,1936,262,0.1203
ACH-000957,Darinaparsin,2001,3543,1045,0.2323
ACH-000957,Darolutamide,2724,2390,1037,0.2544
ACH-000957,Decitabine,828,3410,574,0.1567
ACH-000957,Delamanid,2645,2766,1213,0.2889
ACH-000957,Demeclocycline,1214,2474,575,0.1847
ACH-000957,Dexamethasone,1604,2018,682,0.232
ACH-000957,Dexmedetomidine,248,1457,160,0.1036
ACH-000957,Diammonium Glycyrrhizinate,1475,3499,755,0.179
ACH-000957,Digitoxin,3982,8615,3241,0.3464
ACH-000957,Dihydroartemisinin,1012,4215,573,0.1231
ACH-000957,Dimethyl fumarate,283,2072,178,0.0818
ACH-000957,Dinaciclib,3124,7317,2456,0.3076
ACH-000957,Diphenhydramine,1750,2840,991,0.2754
ACH-000957,Docetaxel,3643,3279,1384,0.2499
ACH-000957,Docetaxel (Trihydrate),324,2990,235,0.0763
ACH-000957,Dorzolamide (hydrochloride),336,2034,206,0.0952
ACH-000957,Doxorubicin (hydrochloride),622,6550,469,0.07
ACH-000957,Doxycycline (monohydrate),451,1984,275,0.1273
ACH-000957,Drospirenone,3143,3373,1327,0.2557
ACH-000957,ERK5-IN-2,3883,5081,1779,0.2476
ACH-000957,ETC-206,2843,1480,725,0.2015
ACH-000957,EX229,4412,3546,1705,0.2727
ACH-000957,Econazole,2181,1603,559,0.1733
ACH-000957,Elagolix sodium,2000,3382,992,0.226
ACH-000957,Elimusertib hydrochloride,4394,4181,1951,0.2945
ACH-000957,Encorafenib,10629,4656,188,0.0125
ACH-000957,Entecavir (monohydrate),180,2145,129,0.0587
ACH-000957,Entrectinib,2732,2941,948,0.2006
ACH-000957,Epirubicin (hydrochloride),206,7906,170,0.0214
ACH-000957,Eplerenone,257,1098,136,0.1116
ACH-000957,Erdafitinib ,10623,1862,120,0.0097
ACH-000957,Erlotinib,1323,1858,463,0.1703
ACH-000957,Erythromycin,2067,1726,526,0.161
ACH-000957,Esmolol (hydrochloride),1591,2567,630,0.1786
ACH-000957,Estrone sulfate (potassium),2803,2778,965,0.2091
ACH-000957,Everolimus,2583,1872,797,0.2179
ACH-000957,Fedratinib (hydrochloride hydrate),2490,3612,1179,0.2395
ACH-000957,Fenofibrate,1400,961,416,0.2139
ACH-000957,Ferulic acid,603,2385,371,0.1418
ACH-000957,Filgotinib,1326,3422,640,0.1558
ACH-000957,Finasteride,432,1673,249,0.1342
ACH-000957,Fingolimod (hydrochloride),1723,2409,717,0.21
ACH-000957,Flumatinib (mesylate),2394,2504,990,0.2533
ACH-000957,Flutamide,2039,2597,670,0.1689
ACH-000957,Fluvoxamine,519,2964,377,0.1214
ACH-000957,Fluvoxamine (maleate),1148,3963,745,0.1706
ACH-000957,Folic acid,1251,2371,643,0.2158
ACH-000957,Fulvestrant,2336,1777,616,0.1762
ACH-000957,Fumaric acid,2437,3514,1111,0.2295
ACH-000957,Furosemide,1138,2220,478,0.166
ACH-000957,Fusidic acid,1328,2744,787,0.2396
ACH-000957,Futibatinib,3918,2109,1137,0.2325
ACH-000957,GSK1059615,4268,5123,1995,0.2697
ACH-000957,Gallic acid,1459,2512,726,0.2237
ACH-000957,Gallic acid (hydrate),1940,3082,805,0.1909
ACH-000957,Gefitinib,1635,1943,541,0.1781
ACH-000957,Gemcitabine,3259,2814,1371,0.2916
ACH-000957,Gemfibrozil,1316,2768,702,0.2076
ACH-000957,Glycyrrhizic acid,588,1299,229,0.1381
ACH-000957,Goserelin (acetate),2242,3004,1151,0.2811
ACH-000957,HI-TOPK-032,4967,3215,1526,0.2293
ACH-000957,Harringtonine,1246,10721,1145,0.1058
ACH-000957,Hesperidin,598,1244,262,0.1658
ACH-000957,Hexylresorcinol,1677,3287,940,0.2336
ACH-000957,Homoharringtonine,9914,12211,8441,0.6169
ACH-000957,Hydroxyfasudil,4625,936,390,0.0754
ACH-000957,Hydroxyurea,344,1869,213,0.1065
ACH-000957,IQ 1,3567,2391,1053,0.2147
ACH-000957,Idarubicin (hydrochloride),9951,14389,8623,0.5486
ACH-000957,Idoxuridine,2376,2241,935,0.2539
ACH-000957,Imiquimod (hydrochloride),2589,2435,827,0.197
ACH-000957,Imiquimod (maleate),281,1113,117,0.0916
ACH-000957,Indacaterol (maleate),2925,1630,721,0.1881
ACH-000957,Infigratinib,2699,3611,1297,0.2587
ACH-000957,Ipatasertib,4312,3194,1428,0.2349
ACH-000957,Irinotecan,2929,2456,1052,0.2428
ACH-000957,Irinotecan (hydrochloride),3774,2524,1104,0.2126
ACH-000957,Isocorydine,1675,2482,745,0.2183
ACH-000957,Ivermectin,1732,1894,652,0.2192
ACH-000957,Ixazomib,2588,2606,1109,0.2715
ACH-000957,Ixazomib citrate,2037,8880,1523,0.1621
ACH-000957,L-Eflornithine (monohydrochloride),2356,1962,736,0.2055
ACH-000957,L-Thyroxine (sodium salt pentahydrate),1381,3778,711,0.1598
ACH-000957,LB-100,2830,1184,492,0.1397
ACH-000957,LJI308,3658,2365,1307,0.2771
ACH-000957,LY-2584702 (tosylate salt),3837,2321,1138,0.2267
ACH-000957,LY2090314,1724,1749,547,0.1869
ACH-000957,Lactate (calcium),2232,2637,749,0.1818
ACH-000957,Lapatinib ditosylate,2924,1628,744,0.1954
ACH-000957,Larotrectinib,1633,3105,684,0.1687
ACH-000957,Lenalidomide (hemihydrate),1062,2809,506,0.1504
ACH-000957,Levobupivacaine (hydrochloride),557,1476,264,0.1492
ACH-000957,Lidocaine (hydrochloride),2521,3722,1164,0.2292
ACH-000957,Ligustrazine,323,1741,196,0.1049
ACH-000957,Lipoic acid,1194,1758,564,0.2362
ACH-000957,Lonafarnib,2902,1692,596,0.1491
ACH-000957,Loperamide (hydrochloride),2377,2400,812,0.2048
ACH-000957,Lopinavir,2665,2514,1136,0.281
ACH-000957,Lucanthone,2650,1876,913,0.2527
ACH-000957,Lumateperone (tosylate),1178,2794,680,0.2066
ACH-000957,MK-3903,3505,3898,1356,0.2242
ACH-000957,MK-8353,3480,1325,781,0.1941
ACH-000957,ML264,3948,2774,1226,0.2231
ACH-000957,Macitentan,196,971,103,0.0968
ACH-000957,Malotilate,3800,3692,1987,0.3609
ACH-000957,Mebendazole,522,3539,366,0.0991
ACH-000957,Medroxyprogesterone acetate,1404,3274,693,0.1739
ACH-000957,Megestrol,1691,2493,584,0.1622
ACH-000957,Meloxicam,1950,2022,621,0.1853
ACH-000957,Menadione,352,1579,198,0.1143
ACH-000957,Methotrexate,1805,2723,742,0.196
ACH-000957,Methyl aminolevulinate (hydrochloride),2993,2323,1063,0.2499
ACH-000957,Methylprednisolone succinate,4565,10529,722,0.0502
ACH-000957,Methylthiouracil,1430,2299,582,0.1849
ACH-000957,Mifepristone,425,2835,261,0.087
ACH-000957,Minodronic acid,2883,2465,1092,0.2566
ACH-000957,Mitoxantrone (dihydrochloride),2177,6457,1487,0.2081
ACH-000957,Monocrotaline,336,1365,186,0.1228
ACH-000957,Mozavaptan,355,1622,183,0.102
ACH-000957,NG25,1986,3862,1111,0.2345
ACH-000957,NVP-BHG712,4095,3139,1300,0.2191
ACH-000957,Nafamostat (mesylate),2532,1512,504,0.1424
ACH-000957,Naproxen,1064,1031,312,0.175
ACH-000957,Neratinib,1609,2043,603,0.1978
ACH-000957,Neratinib (maleate),1912,5207,1296,0.2226
ACH-000957,Nevirapine,331,1637,203,0.115
ACH-000957,Niclosamide (olamine),370,6040,300,0.0491
ACH-000957,Norepinephrine (hydrochloride),1092,2889,552,0.161
ACH-000957,OTS514,2443,2419,882,0.2216
ACH-000957,Olanzapine,1506,3577,924,0.2222
ACH-000957,Oleic acid,2976,1848,824,0.206
ACH-000957,Omeprazole,1351,2467,614,0.1916
ACH-000957,Omeprazole (sodium),2441,1908,641,0.1729
ACH-000957,Orlistat,358,1676,203,0.1109
ACH-000957,Osimertinib (mesylate),2410,3000,988,0.2234
ACH-000957,Ouabain (Octahydrate),4831,10690,4094,0.3583
ACH-000957,Oxaliplatin,3879,3151,1670,0.3116
ACH-000957,Oxaprozin,2498,1810,615,0.1665
ACH-000957,PF-06260933,3879,12942,1347,0.087
ACH-000957,PH-797804,3876,7974,2500,0.2674
ACH-000957,Paclitaxel,3457,4681,1626,0.2497
ACH-000957,Palmatine (chloride),1907,2702,744,0.1925
ACH-000957,Panobinostat,7335,12176,6251,0.4714
ACH-000957,Pasireotide (acetate),1960,3255,922,0.2148
ACH-000957,Pemetrexed,472,2270,289,0.1178
ACH-000957,Pemigatinib,667,1775,121,0.0521
ACH-000957,Penfluridol,399,1489,209,0.1245
ACH-000957,Pentagastrin,1538,3402,826,0.2008
ACH-000957,Pentamidine (isethionate),2441,3145,1014,0.2218
ACH-000957,Pentoxifylline,2770,3243,1255,0.2638
ACH-000957,Peretinoin,919,5108,718,0.1352
ACH-000957,Perindopril (erbumine),864,1409,346,0.1796
ACH-000957,Pexidartinib (hydrochloride),785,1971,434,0.1869
ACH-000957,Phenylephrine (hydrochloride),2794,1916,758,0.1918
ACH-000957,Phenytoin (sodium),365,1223,187,0.1335
ACH-000957,Pimitespib,3658,1330,761,0.18
ACH-000957,Pimozide,1770,2363,692,0.2011
ACH-000957,Pioglitazone,2466,3321,1313,0.2935
ACH-000957,Piroxicam,3578,2651,1379,0.2843
ACH-000957,Pitavastatin (Calcium),469,4189,362,0.0843
ACH-000957,Ponatinib,2293,6667,1490,0.1995
ACH-000957,Posaconazole,335,2703,223,0.0792
ACH-000957,Pralsetinib,3134,3352,1308,0.2526
ACH-000957,Pravastatin (sodium),2200,2402,826,0.2188
ACH-000957,Procainamide (hydrochloride),274,1161,177,0.1407
ACH-000957,Proglumide,1152,1420,331,0.1477
ACH-000957,Pyridoxine,1393,2657,635,0.1859
ACH-000957,Pyridoxine (hydrochloride),2564,2348,1012,0.2595
ACH-000957,Quinestrol,1788,3049,983,0.2551
ACH-000957,Quinidine (15% dihydroquinidine),378,1456,200,0.1224
ACH-000957,RMC-6236,3814,4937,1905,0.2783
ACH-000957,Radotinib,2189,3510,1197,0.2659
ACH-000957,Ralimetinib dimesylate,4228,1387,763,0.1573
ACH-000957,Raltitrexed,1183,3553,756,0.1899
ACH-000957,Ranolazine,1201,1515,376,0.1607
ACH-000957,Rapamycin,1925,4295,1136,0.2234
ACH-000957,Regorafenib,4126,2126,1182,0.2331
ACH-000957,Relugolix,1372,2708,781,0.2367
ACH-000957,Resveratrol,1574,3250,760,0.187
ACH-000957,Retinoic acid,2333,3040,982,0.2236
ACH-000957,Rifaximin,129,1132,83,0.0705
ACH-000957,Riluzole hydrochloride,2530,4404,1561,0.2905
ACH-000957,Rimonabant,1426,2903,850,0.2443
ACH-000957,Ritonavir,1079,3207,541,0.1445
ACH-000957,Ropivacaine (hydrochloride monohydrate),1521,3062,847,0.2267
ACH-000957,Rosiglitazone,677,2103,430,0.183
ACH-000957,Roxadustat,529,3023,350,0.1093
ACH-000957,Rucaparib (phosphate),422,1407,192,0.1173
ACH-000957,Rutin (trihydrate),1573,1920,707,0.2538
ACH-000957,S-Adenosyl-L-methionine (disulfate tosylate),1824,3999,1218,0.2645
ACH-000957,SBI-0640756,4691,2371,178,0.0259
ACH-000957,Sacubitril/Valsartan,546,2738,371,0.1274
ACH-000957,Salicylic acid,1495,3728,884,0.2037
ACH-000957,Sapanisertib,4536,5285,2116,0.2746
ACH-000957,Saquinavir,1177,3198,594,0.1571
ACH-000957,Selinexor ,4516,7532,3225,0.3655
ACH-000957,Sildenafil,310,2196,200,0.0867
ACH-000957,Silodosin,236,559,97,0.139
ACH-000957,Simotinib,304,444,88,0.1333
ACH-000957,Sinomenine,918,2315,440,0.1575
ACH-000957,Sivelestat (sodium tetrahydrate),502,3219,336,0.0993
ACH-000957,Sodium Salicylate,2214,3599,1071,0.2259
ACH-000957,Sonidegib,5605,1188,635,0.1031
ACH-000957,Sulfatinib,177,1205,118,0.0934
ACH-000957,Sulfisoxazole,2873,3361,1130,0.2214
ACH-000957,Sunitinib,2491,3198,1166,0.2578
ACH-000957,TAK-733,2487,4332,1301,0.2358
ACH-000957,TAK-901,4334,10065,3178,0.2832
ACH-000957,Tadalafil,263,2705,218,0.0793
ACH-000957,Talc,2356,1081,432,0.1438
ACH-000957,Tazarotene,2492,2327,924,0.2372
ACH-000957,Temsirolimus,2056,3470,971,0.2132
ACH-000957,Temuterkib,4328,2686,1225,0.2116
ACH-000957,Terfenadine,3006,3627,1310,0.2461
ACH-000957,Tetracycline (hydrochloride),312,1966,190,0.091
ACH-000957,Thymol,1469,2060,493,0.1624
ACH-000957,Thymopentin,227,2666,175,0.0644
ACH-000957,Tirabrutinib,1772,3146,1065,0.2764
ACH-000957,Tirabrutinib (hydrochloride),3391,3175,1251,0.2354
ACH-000957,Tofacitinib,1198,2803,485,0.1379
ACH-000957,Tofacitinib (citrate),1506,2517,637,0.1881
ACH-000957,Tolcapone,1028,4070,704,0.1602
ACH-000957,Tolmetin,443,1555,244,0.1391
ACH-000957,Tomivosertib,4009,3341,1545,0.2661
ACH-000957,Topotecan (hydrochloride),2359,5407,1335,0.2076
ACH-000957,Torkinib,3770,2819,1227,0.2288
ACH-000957,Trametinib,7001,7276,4246,0.4233
ACH-000957,Trametinib (DMSO_TF solvate),3466,3670,1766,0.3289
ACH-000957,Tranilast,145,1742,97,0.0542
ACH-000957,Triamcinolone,2127,3404,1191,0.2744
ACH-000957,Triclosan,1325,3018,690,0.1889
ACH-000957,Trifluridine,919,3530,528,0.1347
ACH-000957,Trimetrexate,1189,3646,688,0.1659
ACH-000957,Tubulin inhibitor 6,3060,1824,915,0.2305
ACH-000957,Tucatinib,2972,2412,1172,0.2783
ACH-000957,Tucidinostat,3625,10719,3084,0.2739
ACH-000957,ULK-101,4334,2048,872,0.1583
ACH-000957,Uridine,1436,2284,625,0.2019
ACH-000957,Valdecoxib,1870,1807,625,0.2048
ACH-000957,Vandetanib,2407,2345,872,0.2247
ACH-000957,Vemurafenib,3098,2463,1066,0.2372
ACH-000957,Verapamil,246,1096,139,0.1155
ACH-000957,Verteporfin,372,3110,247,0.0764
ACH-000957,Vilanterol,1116,2802,536,0.1585
ACH-000957,Vinblastine (sulfate),2233,5616,1581,0.2522
ACH-000957,Vismodegib,1294,1667,474,0.1906
ACH-000957,Vitamin K4,2266,1838,669,0.1948
ACH-000957,Volasertib,3398,1680,775,0.1801
ACH-000957,Voriconazole,2484,1625,671,0.1952
ACH-000957,Vortioxetine,2885,2754,1145,0.2548
ACH-000957,XRK3F2,4107,2906,1234,0.2135
ACH-000957,Zileuton,2252,1729,688,0.2089
ACH-000957,c-Kit-IN-1,5419,10807,1368,0.0921
ACH-000957,crizotinib,445,2316,292,0.1183
ACH-000957,olaparib,3052,11367,505,0.0363
ACH-000957,palbociclib,3674,2835,1239,0.2351
ACH-000957,venetoclax,3749,2897,1432,0.2746
ACH-000957,vincristine,4421,2941,1570,0.2711
ACH-000957,γ-Oryzanol,1178,1044,306,0.1597
ACH-000958,(R)-Verapamil (hydrochloride),683,1276,269,0.1592
ACH-000958,(S)-Crizotinib,211,311,51,0.1083
ACH-000958,18β-Glycyrrhetinic acid,484,1261,171,0.1086
ACH-000958,4EGI-1,1294,475,213,0.1369
ACH-000958,5-Azacytidine,777,1101,229,0.1389
ACH-000958,5-Fluorouracil,689,427,155,0.1613
ACH-000958,8-Hydroxyquinoline,611,1450,247,0.1362
ACH-000958,9-ING-41,2594,718,356,0.1204
ACH-000958,APTO-253,1916,493,211,0.096
ACH-000958,AT7519,1054,366,187,0.1517
ACH-000958,AZD-7648,2180,826,373,0.1417
ACH-000958,AZD-8055,1412,415,216,0.1341
ACH-000958,AZD1390,1652,712,267,0.1273
ACH-000958,AZD2858,1244,523,151,0.0934
ACH-000958,Abemaciclib,3832,903,685,0.1691
ACH-000958,Abiraterone acetate,798,585,126,0.1002
ACH-000958,Acetazolamide,1221,425,196,0.1352
ACH-000958,Acetohexamide,336,1348,158,0.1035
ACH-000958,Adagrasib,2270,1022,522,0.1884
ACH-000958,Adenine,819,1155,370,0.2307
ACH-000958,Adenosine,632,1777,345,0.1672
ACH-000958,Afatinib,1468,2720,622,0.1744
ACH-000958,Aliskiren,562,1120,254,0.1779
ACH-000958,Allantoin,990,2173,440,0.1616
ACH-000958,Allopurinol,1880,436,236,0.1135
ACH-000958,Almonertinib (hydrochloride),920,1415,306,0.1508
ACH-000958,Almonertinib (mesylate),484,707,119,0.111
ACH-000958,Alpelisib,974,509,193,0.1496
ACH-000958,Altretamine,8,203,7,0.0343
ACH-000958,Amsacrine,947,3526,605,0.1564
ACH-000958,Anastrozole,974,814,271,0.1786
ACH-000958,Anethole trithione,1460,1711,710,0.2885
ACH-000958,Apalutamide,4,392,4,0.0102
ACH-000958,Aprepitant,1635,465,237,0.1272
ACH-000958,Arbutin,65,294,38,0.1184
ACH-000958,Artemether,1136,588,202,0.1327
ACH-000958,Artesunate,1579,2879,881,0.2463
ACH-000958,Asciminib,1627,421,189,0.1017
ACH-000958,Aspirin,691,497,154,0.1489
ACH-000958,Ataluren,754,259,85,0.0916
ACH-000958,Atazanavir (sulfate),878,890,292,0.1978
ACH-000958,Auranofin,721,5277,441,0.0794
ACH-000958,Azithromycin (hydrate),508,1052,204,0.1504
ACH-000958,BAY1125976,1974,2109,627,0.1814
ACH-000958,BI-3406,1370,472,195,0.1184
ACH-000958,BI-78D3,3159,689,360,0.1032
ACH-000958,Baicalin,630,1515,336,0.1857
ACH-000958,Balsalazide (sodium hydrate),668,1066,331,0.2359
ACH-000958,Belinostat,731,5234,478,0.0871
ACH-000958,Belumosudil,607,808,176,0.1421
ACH-000958,Belumosudil (mesylate),1760,533,237,0.1153
ACH-000958,Belzutifan,1434,886,238,0.1143
ACH-000958,Bendamustine,13,262,12,0.0456
ACH-000958,Benproperine (phosphate),49,465,31,0.0642
ACH-000958,Bentamapimod,2293,866,370,0.1327
ACH-000958,Benztropine (mesylate),502,286,75,0.1052
ACH-000958,Berbamine,1325,1532,495,0.2096
ACH-000958,Berbamine (dihydrochloride),730,281,102,0.1122
ACH-000958,Berberine (chloride hydrate),466,1496,221,0.1269
ACH-000958,Bergenin,720,1237,253,0.1485
ACH-000958,Bestatin,3,410,3,0.0073
ACH-000958,Bestatin (hydrochloride),944,309,103,0.0896
ACH-000958,Betamethasone dipropionate,34,354,13,0.0347
ACH-000958,Bexarotene,899,635,227,0.1737
ACH-000958,Bicalutamide,523,314,79,0.1042
ACH-000958,Bimatoprost,435,1845,203,0.0977
ACH-000958,Bimiralisib,2664,2433,795,0.1848
ACH-000958,Binimetinib,3665,2562,1371,0.2823
ACH-000958,Bisoprolol (hemifumarate),130,624,81,0.1204
ACH-000958,Bortezomib,3321,3697,1573,0.2889
ACH-000958,Bosentan (hydrate),66,736,48,0.0637
ACH-000958,Brimonidine,462,363,83,0.1119
ACH-000958,Brivudine,2073,2097,646,0.1833
ACH-000958,Budesonide,1250,604,191,0.1149
ACH-000958,Busulfan,893,1204,266,0.1453
ACH-000958,CP21R7,1743,433,178,0.0891
ACH-000958,Cabozantinib (S-malate),472,622,94,0.094
ACH-000958,Canagliflozin,147,391,62,0.1303
ACH-000958,Canagliflozin (hemihydrate),808,381,103,0.0948
ACH-000958,Capivasertib,1606,415,206,0.1135
ACH-000958,Capmatinib,2042,735,355,0.1466
ACH-000958,Captopril,1012,325,151,0.1273
ACH-000958,Carbamazepine,849,980,215,0.1332
ACH-000958,Celecoxib,2529,526,222,0.0784
ACH-000958,Cepharanthine,713,1284,305,0.1803
ACH-000958,Chlorhexidine (diacetate),978,1698,441,0.1973
ACH-000958,Ciclopirox,511,1722,229,0.1143
ACH-000958,Cilostazol,82,635,49,0.0734
ACH-000958,Cinacalcet,664,465,128,0.1279
ACH-000958,Citalopram (hydrobromide),664,363,89,0.0949
ACH-000958,Clobetasol propionate,687,226,66,0.0779
ACH-000958,Clofarabine,23,348,11,0.0306
ACH-000958,Clonidine (hydrochloride),1148,1972,654,0.2652
ACH-000958,Clopidogrel,1615,526,261,0.1388
ACH-000958,Clotrimazole,544,1280,247,0.1566
ACH-000958,Cloxacillin (sodium),647,987,279,0.2059
ACH-000958,Cobimetinib,90,1581,72,0.045
ACH-000958,Crizotinib (hydrochloride),1294,1360,475,0.218
ACH-000958,Cyclosporin A,1450,780,323,0.1694
ACH-000958,Cysteamine (hydrochloride),302,1177,142,0.1062
ACH-000958,Cytarabine,313,751,106,0.1106
ACH-000958,Cytarabine (hydrochloride),41,700,32,0.0451
ACH-000958,DT-061,1278,606,209,0.1248
ACH-000958,DTP3,1942,247,125,0.0606
ACH-000958,Dabrafenib,1915,1719,533,0.1719
ACH-000958,Daidzin,599,365,104,0.1209
ACH-000958,Dapagliflozin,386,216,76,0.1445
ACH-000958,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",120,429,44,0.0871
ACH-000958,Darinaparsin,699,2295,385,0.1476
ACH-000958,Darolutamide,1106,896,312,0.1846
ACH-000958,Decitabine,264,1274,150,0.1081
ACH-000958,Delamanid,852,886,271,0.1847
ACH-000958,Demeclocycline,517,1014,199,0.1494
ACH-000958,Dexamethasone,522,327,118,0.1614
ACH-000958,Dexmedetomidine,14,370,12,0.0323
ACH-000958,Diammonium Glycyrrhizinate,640,1749,286,0.136
ACH-000958,Digitoxin,2459,3901,1538,0.319
ACH-000958,Dihydroartemisinin,299,1588,134,0.0764
ACH-000958,Dimethyl fumarate,11,324,8,0.0245
ACH-000958,Dinaciclib,915,3559,649,0.1697
ACH-000958,Diphenhydramine,276,473,128,0.2061
ACH-000958,Docetaxel,2159,1761,717,0.2239
ACH-000958,Docetaxel (Trihydrate),24,879,22,0.025
ACH-000958,Dorzolamide (hydrochloride),36,648,26,0.0395
ACH-000958,Doxorubicin (hydrochloride),53,2716,40,0.0147
ACH-000958,Doxycycline (monohydrate),23,381,18,0.0466
ACH-000958,Drospirenone,1169,980,315,0.1718
ACH-000958,ERK5-IN-2,2245,2719,736,0.1741
ACH-000958,ETC-206,1605,479,237,0.1283
ACH-000958,EX229,3146,1914,1039,0.2584
ACH-000958,Econazole,1088,247,91,0.0732
ACH-000958,Elagolix sodium,763,1621,333,0.1624
ACH-000958,Elimusertib hydrochloride,2638,1466,667,0.1941
ACH-000958,Encorafenib,4344,1746,88,0.0147
ACH-000958,Entecavir (monohydrate),6,518,5,0.0096
ACH-000958,Entrectinib,1131,775,202,0.1185
ACH-000958,Epirubicin (hydrochloride),28,2800,26,0.0093
ACH-000958,Eplerenone,28,238,19,0.0769
ACH-000958,Erdafitinib ,5558,538,61,0.0101
ACH-000958,Erlotinib,210,499,66,0.1026
ACH-000958,Erythromycin,438,548,83,0.0919
ACH-000958,Esmolol (hydrochloride),531,426,95,0.1102
ACH-000958,Estrone sulfate (potassium),1261,744,186,0.1023
ACH-000958,Everolimus,1559,545,273,0.1491
ACH-000958,Fedratinib (hydrochloride hydrate),1102,1655,442,0.1909
ACH-000958,Fenofibrate,298,135,50,0.1305
ACH-000958,Ferulic acid,50,533,29,0.0523
ACH-000958,Filgotinib,538,1186,183,0.1188
ACH-000958,Finasteride,26,332,16,0.0468
ACH-000958,Fingolimod (hydrochloride),486,747,120,0.1078
ACH-000958,Flumatinib (mesylate),376,577,115,0.1372
ACH-000958,Flutamide,795,786,172,0.1221
ACH-000958,Fluvoxamine,33,889,25,0.0279
ACH-000958,Fluvoxamine (maleate),431,1623,217,0.1181
ACH-000958,Folic acid,594,1024,300,0.2276
ACH-000958,Fulvestrant,1333,306,137,0.0912
ACH-000958,Fumaric acid,546,671,168,0.1602
ACH-000958,Furosemide,369,913,166,0.1487
ACH-000958,Fusidic acid,564,1271,314,0.2064
ACH-000958,Futibatinib,2528,847,440,0.1499
ACH-000958,GSK1059615,2525,1258,494,0.1502
ACH-000958,Gallic acid,799,1124,340,0.2148
ACH-000958,Gallic acid (hydrate),852,1853,329,0.1385
ACH-000958,Gefitinib,687,284,115,0.1343
ACH-000958,Gemcitabine,2223,1092,549,0.1985
ACH-000958,Gemfibrozil,470,1777,227,0.1124
ACH-000958,Glycyrrhizic acid,62,385,23,0.0542
ACH-000958,Goserelin (acetate),867,1462,449,0.2388
ACH-000958,HI-TOPK-032,3022,1031,505,0.1423
ACH-000958,Harringtonine,392,6529,343,0.0521
ACH-000958,Hesperidin,42,580,31,0.0525
ACH-000958,Hexylresorcinol,815,1447,384,0.2045
ACH-000958,Homoharringtonine,7699,10083,6366,0.5576
ACH-000958,Hydroxyfasudil,2555,431,121,0.0422
ACH-000958,Hydroxyurea,12,314,6,0.0188
ACH-000958,IQ 1,1887,779,310,0.1316
ACH-000958,Idarubicin (hydrochloride),5248,9156,3934,0.3757
ACH-000958,Idoxuridine,1288,642,254,0.1516
ACH-000958,Imiquimod (hydrochloride),1119,725,168,0.1002
ACH-000958,Imiquimod (maleate),13,180,9,0.0489
ACH-000958,Indacaterol (maleate),1133,324,120,0.0898
ACH-000958,Infigratinib,1305,948,301,0.1542
ACH-000958,Ipatasertib,2504,2423,740,0.1767
ACH-000958,Irinotecan,1276,500,251,0.1646
ACH-000958,Irinotecan (hydrochloride),1155,383,145,0.1041
ACH-000958,Isocorydine,789,1134,296,0.1819
ACH-000958,Ivermectin,654,322,97,0.1104
ACH-000958,Ixazomib,1211,796,288,0.1675
ACH-000958,Ixazomib citrate,646,5113,441,0.0829
ACH-000958,L-Eflornithine (monohydrochloride),1047,537,210,0.1528
ACH-000958,L-Thyroxine (sodium salt pentahydrate),631,1455,232,0.1251
ACH-000958,LB-100,1650,385,181,0.0976
ACH-000958,LJI308,2008,684,348,0.1485
ACH-000958,LY-2584702 (tosylate salt),1876,784,347,0.15
ACH-000958,LY2090314,894,521,153,0.1212
ACH-000958,Lactate (calcium),544,751,103,0.0864
ACH-000958,Lapatinib ditosylate,1482,414,181,0.1055
ACH-000958,Larotrectinib,661,1513,255,0.1329
ACH-000958,Lenalidomide (hemihydrate),356,1314,152,0.1001
ACH-000958,Levobupivacaine (hydrochloride),19,349,18,0.0514
ACH-000958,Lidocaine (hydrochloride),1016,2022,422,0.1613
ACH-000958,Ligustrazine,20,597,16,0.0266
ACH-000958,Lipoic acid,565,779,217,0.1925
ACH-000958,Lonafarnib,2486,621,226,0.0784
ACH-000958,Loperamide (hydrochloride),869,461,151,0.1281
ACH-000958,Lopinavir,939,741,276,0.1966
ACH-000958,Lucanthone,699,512,186,0.1815
ACH-000958,Lumateperone (tosylate),532,1159,277,0.1959
ACH-000958,MK-3903,2130,1166,437,0.1529
ACH-000958,MK-8353,1885,447,240,0.1147
ACH-000958,ML264,2272,925,382,0.1357
ACH-000958,Macitentan,20,217,11,0.0487
ACH-000958,Malotilate,1710,1271,567,0.2349
ACH-000958,Mebendazole,32,772,22,0.0281
ACH-000958,Medroxyprogesterone acetate,589,1587,230,0.1182
ACH-000958,Megestrol,810,1118,206,0.1196
ACH-000958,Meloxicam,653,279,78,0.0913
ACH-000958,Menadione,40,316,22,0.0659
ACH-000958,Methotrexate,544,498,125,0.1363
ACH-000958,Methyl aminolevulinate (hydrochloride),938,574,205,0.1568
