patient,drug,n_rows,n_plates,n_plates_half0,n_plates_half1,n_dose_levels
ACH-000875,palbociclib,188130,3,1,2,3
ACH-000875,venetoclax,188130,3,1,2,3
ACH-000890,5-Azacytidine,188130,3,1,2,3
ACH-000890,5-Fluorouracil,188130,3,1,2,3
ACH-000890,AZD-8055,188130,3,1,2,3
ACH-000890,Afatinib,564390,7,3,4,3
ACH-000890,Alpelisib,188130,3,1,2,3
ACH-000890,Bicalutamide,188130,3,1,2,3
ACH-000890,Bortezomib,188130,3,1,2,3
ACH-000890,Capivasertib,188130,3,1,2,3
ACH-000890,Cytarabine,376260,4,2,2,3
ACH-000890,Dabrafenib,188130,3,1,2,3
ACH-000890,Dinaciclib,188130,3,1,2,3
ACH-000890,Docetaxel,250840,4,2,2,3
ACH-000890,Erlotinib,188130,3,1,2,3
ACH-000890,Fulvestrant,188130,3,1,2,3
ACH-000890,Gefitinib,188130,3,1,2,3
ACH-000890,Gemcitabine,188130,3,1,2,3
ACH-000890,Ipatasertib,188130,3,1,2,3
ACH-000890,Irinotecan,188130,3,1,2,3
ACH-000890,LJI308,188130,3,1,2,3
ACH-000890,Methotrexate,188130,3,1,2,3
ACH-000890,Oxaliplatin,188130,3,1,2,3
ACH-000890,Paclitaxel,188130,3,1,2,3
ACH-000890,Rapamycin,250840,4,2,2,3
ACH-000890,Retinoic acid,250840,4,2,2,3
ACH-000890,Ribociclib,188130,1,1,0,3
ACH-000890,Temsirolimus,250840,4,2,2,3
ACH-000890,Trametinib,376260,6,2,4,3
ACH-000890,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-000890,Vismodegib,188130,3,1,2,3
ACH-000890,crizotinib,188130,3,1,2,3
ACH-000890,olaparib,188130,3,2,1,3
ACH-000890,palbociclib,188130,3,1,2,3
ACH-000890,venetoclax,188130,3,1,2,3
ACH-000900,5-Azacytidine,188130,3,1,2,3
ACH-000900,5-Fluorouracil,188130,3,1,2,3
ACH-000900,AZD-8055,188130,3,1,2,3
ACH-000900,Afatinib,564390,7,3,4,3
ACH-000900,Alpelisib,188130,3,1,2,3
ACH-000900,Bicalutamide,188130,3,1,2,3
ACH-000900,Bortezomib,188130,3,1,2,3
ACH-000900,Capivasertib,188130,3,1,2,3
ACH-000900,Cytarabine,376260,4,2,2,3
ACH-000900,Dabrafenib,188130,3,1,2,3
ACH-000900,Dinaciclib,188130,3,1,2,3
ACH-000900,Docetaxel,250840,4,2,2,3
ACH-000900,Erlotinib,188130,3,1,2,3
ACH-000900,Fulvestrant,188130,3,1,2,3
ACH-000900,Gefitinib,188130,3,1,2,3
ACH-000900,Gemcitabine,188130,3,1,2,3
ACH-000900,Ipatasertib,188130,3,1,2,3
ACH-000900,Irinotecan,188130,3,1,2,3
ACH-000900,LJI308,188130,3,1,2,3
ACH-000900,Methotrexate,188130,3,1,2,3
ACH-000900,Oxaliplatin,188130,3,1,2,3
ACH-000900,Paclitaxel,188130,3,1,2,3
ACH-000900,Rapamycin,250840,4,2,2,3
ACH-000900,Retinoic acid,250840,4,2,2,3
ACH-000900,Ribociclib,188130,1,1,0,3
ACH-000900,Temsirolimus,250840,4,2,2,3
ACH-000900,Trametinib,376260,6,2,4,3
ACH-000900,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-000900,Vismodegib,188130,3,1,2,3
ACH-000900,crizotinib,188130,3,1,2,3
ACH-000900,olaparib,250840,4,2,2,3
ACH-000900,palbociclib,188130,3,1,2,3
ACH-000900,venetoclax,188130,3,1,2,3
ACH-000916,5-Azacytidine,188130,3,1,2,3
ACH-000916,5-Fluorouracil,188130,3,1,2,3
ACH-000916,AZD-8055,188130,3,1,2,3
ACH-000916,Afatinib,564390,7,3,4,3
ACH-000916,Alpelisib,188130,3,1,2,3
ACH-000916,Bicalutamide,188130,3,1,2,3
ACH-000916,Bortezomib,188130,3,1,2,3
ACH-000916,Capivasertib,188130,3,1,2,3
ACH-000916,Cytarabine,376260,4,2,2,3
ACH-000916,Dabrafenib,188130,3,1,2,3
ACH-000916,Dinaciclib,188130,3,1,2,3
ACH-000916,Docetaxel,250840,4,2,2,3
ACH-000916,Erlotinib,188130,3,1,2,3
ACH-000916,Fulvestrant,188130,3,1,2,3
ACH-000916,Gefitinib,188130,3,1,2,3
ACH-000916,Gemcitabine,188130,3,1,2,3
ACH-000916,Ipatasertib,188130,3,1,2,3
ACH-000916,Irinotecan,188130,3,1,2,3
ACH-000916,LJI308,188130,3,1,2,3
ACH-000916,Methotrexate,188130,3,1,2,3
ACH-000916,Oxaliplatin,188130,3,1,2,3
ACH-000916,Paclitaxel,188130,3,1,2,3
ACH-000916,Rapamycin,250840,4,2,2,3
ACH-000916,Retinoic acid,250840,4,2,2,3
ACH-000916,Ribociclib,188130,1,1,0,3
ACH-000916,Temsirolimus,250840,4,2,2,3
ACH-000916,Trametinib,376260,6,2,4,3
ACH-000916,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-000916,Vismodegib,188130,3,1,2,3
ACH-000916,crizotinib,188130,3,1,2,3
ACH-000916,olaparib,250840,4,2,2,3
ACH-000916,palbociclib,188130,3,1,2,3
ACH-000916,venetoclax,188130,3,1,2,3
ACH-000927,5-Azacytidine,188130,3,1,2,3
ACH-000927,5-Fluorouracil,188130,3,1,2,3
ACH-000927,AZD-8055,188130,3,1,2,3
ACH-000927,Afatinib,564390,7,3,4,3
ACH-000927,Alpelisib,188130,3,1,2,3
ACH-000927,Bicalutamide,188130,3,1,2,3
ACH-000927,Bortezomib,188130,3,1,2,3
ACH-000927,Capivasertib,188130,3,1,2,3
ACH-000927,Cytarabine,376260,4,2,2,3
ACH-000927,Dabrafenib,188130,3,1,2,3
ACH-000927,Dinaciclib,188130,3,1,2,3
ACH-000927,Docetaxel,250840,4,2,2,3
ACH-000927,Erlotinib,188130,3,1,2,3
ACH-000927,Fulvestrant,188130,3,1,2,3
ACH-000927,Gefitinib,188130,3,1,2,3
ACH-000927,Gemcitabine,188130,3,1,2,3
ACH-000927,Ipatasertib,188130,3,1,2,3
ACH-000927,Irinotecan,188130,3,1,2,3
ACH-000927,LJI308,188130,3,1,2,3
ACH-000927,Methotrexate,188130,3,1,2,3
ACH-000927,Oxaliplatin,188130,3,1,2,3
ACH-000927,Paclitaxel,188130,3,1,2,3
ACH-000927,Rapamycin,250840,4,2,2,3
ACH-000927,Retinoic acid,250840,4,2,2,3
ACH-000927,Ribociclib,188130,1,1,0,3
ACH-000927,Temsirolimus,250840,4,2,2,3
ACH-000927,Trametinib,376260,6,2,4,3
ACH-000927,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-000927,Vismodegib,188130,3,1,2,3
ACH-000927,crizotinib,188130,3,1,2,3
ACH-000927,olaparib,250840,4,2,2,3
ACH-000927,palbociclib,188130,3,1,2,3
ACH-000927,venetoclax,188130,3,1,2,3
ACH-000932,5-Azacytidine,188130,3,1,2,3
ACH-000932,5-Fluorouracil,188130,3,1,2,3
ACH-000932,AZD-8055,188130,3,1,2,3
ACH-000932,Afatinib,564390,7,3,4,3
ACH-000932,Alpelisib,188130,3,1,2,3
ACH-000932,Bicalutamide,188130,3,1,2,3
ACH-000932,Bortezomib,188130,3,1,2,3
ACH-000932,Capivasertib,188130,3,1,2,3
ACH-000932,Cytarabine,376260,4,2,2,3
ACH-000932,Dabrafenib,188130,3,1,2,3
ACH-000932,Dinaciclib,188130,3,1,2,3
ACH-000932,Docetaxel,250840,4,2,2,3
ACH-000932,Erlotinib,188130,3,1,2,3
ACH-000932,Fulvestrant,188130,3,1,2,3
ACH-000932,Gefitinib,188130,3,1,2,3
ACH-000932,Gemcitabine,188130,3,1,2,3
ACH-000932,Ipatasertib,188130,3,1,2,3
ACH-000932,Irinotecan,188130,3,1,2,3
ACH-000932,LJI308,188130,3,1,2,3
ACH-000932,Methotrexate,188130,3,1,2,3
ACH-000932,Oxaliplatin,188130,3,1,2,3
ACH-000932,Paclitaxel,188130,3,1,2,3
ACH-000932,Rapamycin,250840,4,2,2,3
ACH-000932,Retinoic acid,250840,4,2,2,3
ACH-000932,Ribociclib,188130,1,1,0,3
ACH-000932,Temsirolimus,250840,4,2,2,3
ACH-000932,Trametinib,376260,6,2,4,3
ACH-000932,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-000932,Vismodegib,188130,3,1,2,3
ACH-000932,crizotinib,188130,3,1,2,3
ACH-000932,olaparib,188130,3,2,1,3
ACH-000932,palbociclib,188130,3,1,2,3
ACH-000932,venetoclax,188130,3,1,2,3
ACH-000940,5-Azacytidine,188130,3,1,2,3
ACH-000940,5-Fluorouracil,188130,3,1,2,3
ACH-000940,AZD-8055,188130,3,1,2,3
ACH-000940,Afatinib,564390,7,3,4,3
ACH-000940,Alpelisib,188130,3,1,2,3
ACH-000940,Bicalutamide,188130,3,1,2,3
ACH-000940,Bortezomib,188130,3,1,2,3
ACH-000940,Capivasertib,188130,3,1,2,3
ACH-000940,Cytarabine,376260,4,2,2,3
ACH-000940,Dabrafenib,188130,3,1,2,3
ACH-000940,Dinaciclib,188130,3,1,2,3
ACH-000940,Docetaxel,250840,4,2,2,3
ACH-000940,Erlotinib,188130,3,1,2,3
ACH-000940,Fulvestrant,188130,3,1,2,3
ACH-000940,Gefitinib,188130,3,1,2,3
ACH-000940,Gemcitabine,188130,3,1,2,3
ACH-000940,Ipatasertib,188130,3,1,2,3
ACH-000940,Irinotecan,188130,3,1,2,3
ACH-000940,LJI308,188130,3,1,2,3
ACH-000940,Methotrexate,188130,3,1,2,3
ACH-000940,Oxaliplatin,188130,3,1,2,3
ACH-000940,Paclitaxel,188130,3,1,2,3
ACH-000940,Rapamycin,250840,4,2,2,3
ACH-000940,Retinoic acid,250840,4,2,2,3
ACH-000940,Ribociclib,188130,1,1,0,3
ACH-000940,Temsirolimus,250840,4,2,2,3
ACH-000940,Trametinib,376260,6,2,4,3
ACH-000940,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-000940,Vismodegib,188130,3,1,2,3
ACH-000940,crizotinib,188130,3,1,2,3
ACH-000940,olaparib,250840,4,2,2,3
ACH-000940,palbociclib,188130,3,1,2,3
ACH-000940,venetoclax,188130,3,1,2,3
ACH-000943,5-Azacytidine,188130,3,1,2,3
ACH-000943,5-Fluorouracil,188130,3,1,2,3
ACH-000943,AZD-8055,188130,3,1,2,3
ACH-000943,Afatinib,564390,7,3,4,3
ACH-000943,Alpelisib,188130,3,1,2,3
ACH-000943,Bicalutamide,188130,3,1,2,3
ACH-000943,Bortezomib,188130,3,1,2,3
ACH-000943,Capivasertib,188130,3,1,2,3
ACH-000943,Cytarabine,376260,4,2,2,3
ACH-000943,Dabrafenib,188130,3,1,2,3
ACH-000943,Dinaciclib,188130,3,1,2,3
ACH-000943,Docetaxel,250840,4,2,2,3
ACH-000943,Erlotinib,188130,3,1,2,3
ACH-000943,Fulvestrant,188130,3,1,2,3
ACH-000943,Gefitinib,188130,3,1,2,3
ACH-000943,Gemcitabine,188130,3,1,2,3
ACH-000943,Ipatasertib,188130,3,1,2,3
ACH-000943,Irinotecan,188130,3,1,2,3
ACH-000943,LJI308,188130,3,1,2,3
ACH-000943,Methotrexate,188130,3,1,2,3
ACH-000943,Oxaliplatin,188130,3,1,2,3
ACH-000943,Paclitaxel,188130,3,1,2,3
ACH-000943,Rapamycin,250840,4,2,2,3
ACH-000943,Retinoic acid,250840,4,2,2,3
ACH-000943,Ribociclib,188130,1,1,0,3
ACH-000943,Temsirolimus,250840,4,2,2,3
ACH-000943,Trametinib,376260,6,2,4,3
ACH-000943,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-000943,Vismodegib,188130,3,1,2,3
ACH-000943,crizotinib,188130,3,1,2,3
ACH-000943,olaparib,250840,4,2,2,3
ACH-000943,palbociclib,188130,3,1,2,3
ACH-000943,venetoclax,188130,3,1,2,3
ACH-000950,5-Azacytidine,188130,3,1,2,3
ACH-000950,5-Fluorouracil,188130,3,1,2,3
ACH-000950,AZD-8055,188130,3,1,2,3
ACH-000950,Afatinib,564390,7,3,4,3
ACH-000950,Alpelisib,188130,3,1,2,3
ACH-000950,Bicalutamide,188130,3,1,2,3
ACH-000950,Bortezomib,188130,3,1,2,3
ACH-000950,Capivasertib,188130,3,1,2,3
ACH-000950,Cytarabine,376260,4,2,2,3
ACH-000950,Dabrafenib,188130,3,1,2,3
ACH-000950,Dinaciclib,188130,3,1,2,3
ACH-000950,Docetaxel,250840,4,2,2,3
ACH-000950,Erlotinib,188130,3,1,2,3
ACH-000950,Fulvestrant,188130,3,1,2,3
ACH-000950,Gefitinib,188130,3,1,2,3
ACH-000950,Gemcitabine,188130,3,1,2,3
ACH-000950,Ipatasertib,188130,3,1,2,3
ACH-000950,Irinotecan,188130,3,1,2,3
ACH-000950,LJI308,188130,3,1,2,3
ACH-000950,Methotrexate,188130,3,1,2,3
ACH-000950,Oxaliplatin,188130,3,1,2,3
ACH-000950,Paclitaxel,188130,3,1,2,3
ACH-000950,Rapamycin,250840,4,2,2,3
ACH-000950,Retinoic acid,250840,4,2,2,3
ACH-000950,Ribociclib,188130,1,1,0,3
ACH-000950,Temsirolimus,250840,4,2,2,3
ACH-000950,Trametinib,376260,6,2,4,3
ACH-000950,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-000950,Vismodegib,188130,3,1,2,3
ACH-000950,crizotinib,188130,3,1,2,3
ACH-000950,olaparib,250840,4,2,2,3
ACH-000950,palbociclib,188130,3,1,2,3
ACH-000950,venetoclax,188130,3,1,2,3
ACH-000954,5-Azacytidine,188130,3,1,2,3
ACH-000954,5-Fluorouracil,188130,3,1,2,3
ACH-000954,AZD-8055,188130,3,1,2,3
ACH-000954,Afatinib,564390,7,3,4,3
ACH-000954,Alpelisib,188130,3,1,2,3
ACH-000954,Bicalutamide,188130,3,1,2,3
ACH-000954,Bortezomib,188130,3,1,2,3
ACH-000954,Capivasertib,188130,3,1,2,3
ACH-000954,Cytarabine,376260,4,2,2,3
ACH-000954,Dabrafenib,188130,3,1,2,3
ACH-000954,Dinaciclib,188130,3,1,2,3
ACH-000954,Docetaxel,250840,4,2,2,3
ACH-000954,Erlotinib,188130,3,1,2,3
ACH-000954,Fulvestrant,188130,3,1,2,3
ACH-000954,Gefitinib,188130,3,1,2,3
ACH-000954,Gemcitabine,188130,3,1,2,3
ACH-000954,Ipatasertib,188130,3,1,2,3
ACH-000954,Irinotecan,188130,3,1,2,3
ACH-000954,LJI308,188130,3,1,2,3
ACH-000954,Methotrexate,188130,3,1,2,3
ACH-000954,Oxaliplatin,188130,3,1,2,3
ACH-000954,Paclitaxel,188130,3,1,2,3
ACH-000954,Rapamycin,250840,4,2,2,3
ACH-000954,Retinoic acid,250840,4,2,2,3
ACH-000954,Ribociclib,188130,1,1,0,3
ACH-000954,Temsirolimus,250840,4,2,2,3
ACH-000954,Trametinib,376260,6,2,4,3
ACH-000954,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-000954,Vismodegib,188130,3,1,2,3
ACH-000954,crizotinib,188130,3,1,2,3
ACH-000954,olaparib,250840,4,2,2,3
ACH-000954,palbociclib,188130,3,1,2,3
ACH-000954,venetoclax,188130,3,1,2,3
ACH-000957,5-Azacytidine,188130,3,1,2,3
ACH-000957,5-Fluorouracil,188130,3,1,2,3
ACH-000957,AZD-8055,188130,3,1,2,3
ACH-000957,Afatinib,564390,7,3,4,3
ACH-000957,Alpelisib,188130,3,1,2,3
ACH-000957,Bicalutamide,188130,3,1,2,3
ACH-000957,Bortezomib,188130,3,1,2,3
ACH-000957,Capivasertib,188130,3,1,2,3
ACH-000957,Cytarabine,376260,4,2,2,3
ACH-000957,Dabrafenib,188130,3,1,2,3
ACH-000957,Dinaciclib,188130,3,1,2,3
ACH-000957,Docetaxel,250840,4,2,2,3
ACH-000957,Erlotinib,188130,3,1,2,3
ACH-000957,Fulvestrant,188130,3,1,2,3
ACH-000957,Gefitinib,188130,3,1,2,3
ACH-000957,Gemcitabine,188130,3,1,2,3
ACH-000957,Ipatasertib,188130,3,1,2,3
ACH-000957,Irinotecan,188130,3,1,2,3
ACH-000957,LJI308,188130,3,1,2,3
ACH-000957,Methotrexate,188130,3,1,2,3
ACH-000957,Oxaliplatin,188130,3,1,2,3
ACH-000957,Paclitaxel,188130,3,1,2,3
ACH-000957,Rapamycin,250840,4,2,2,3
ACH-000957,Retinoic acid,250840,4,2,2,3
ACH-000957,Ribociclib,188130,1,1,0,3
ACH-000957,Temsirolimus,250840,4,2,2,3
ACH-000957,Trametinib,376260,6,2,4,3
ACH-000957,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-000957,Vismodegib,188130,3,1,2,3
ACH-000957,crizotinib,188130,3,1,2,3
ACH-000957,olaparib,250840,4,2,2,3
ACH-000957,palbociclib,188130,3,1,2,3
ACH-000957,venetoclax,188130,3,1,2,3
ACH-000958,5-Azacytidine,188130,3,1,2,3
ACH-000958,5-Fluorouracil,188130,3,1,2,3
ACH-000958,AZD-8055,188130,3,1,2,3
ACH-000958,Afatinib,564390,7,3,4,3
ACH-000958,Alpelisib,188130,3,1,2,3
ACH-000958,Bicalutamide,188130,3,1,2,3
ACH-000958,Bortezomib,188130,3,1,2,3
ACH-000958,Capivasertib,188130,3,1,2,3
ACH-000958,Cytarabine,376260,4,2,2,3
ACH-000958,Dabrafenib,188130,3,1,2,3
ACH-000958,Dinaciclib,188130,3,1,2,3
ACH-000958,Docetaxel,250840,4,2,2,3
ACH-000958,Erlotinib,188130,3,1,2,3
ACH-000958,Fulvestrant,188130,3,1,2,3
ACH-000958,Gefitinib,188130,3,1,2,3
ACH-000958,Gemcitabine,188130,3,1,2,3
ACH-000958,Ipatasertib,188130,3,1,2,3
ACH-000958,Irinotecan,188130,3,1,2,3
ACH-000958,LJI308,188130,3,1,2,3
ACH-000958,Methotrexate,188130,3,1,2,3
ACH-000958,Oxaliplatin,188130,3,1,2,3
ACH-000958,Paclitaxel,188130,3,1,2,3
ACH-000958,Rapamycin,250840,4,2,2,3
ACH-000958,Retinoic acid,250840,4,2,2,3
ACH-000958,Ribociclib,188130,1,1,0,3
ACH-000958,Temsirolimus,250840,4,2,2,3
ACH-000958,Trametinib,376260,6,2,4,3
ACH-000958,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-000958,Vismodegib,188130,3,1,2,3
ACH-000958,crizotinib,188130,3,1,2,3
ACH-000958,olaparib,250840,4,2,2,3
ACH-000958,palbociclib,188130,3,1,2,3
ACH-000958,venetoclax,188130,3,1,2,3
ACH-000997,5-Azacytidine,188130,3,1,2,3
ACH-000997,5-Fluorouracil,188130,3,1,2,3
ACH-000997,AZD-8055,188130,3,1,2,3
ACH-000997,Afatinib,564390,7,3,4,3
ACH-000997,Alpelisib,188130,3,1,2,3
ACH-000997,Bicalutamide,188130,3,1,2,3
ACH-000997,Bortezomib,188130,3,1,2,3
ACH-000997,Capivasertib,188130,3,1,2,3
ACH-000997,Cytarabine,376260,4,2,2,3
ACH-000997,Dabrafenib,188130,3,1,2,3
ACH-000997,Dinaciclib,188130,3,1,2,3
ACH-000997,Docetaxel,250840,4,2,2,3
ACH-000997,Erlotinib,188130,3,1,2,3
ACH-000997,Fulvestrant,188130,3,1,2,3
ACH-000997,Gefitinib,188130,3,1,2,3
ACH-000997,Gemcitabine,188130,3,1,2,3
ACH-000997,Ipatasertib,188130,3,1,2,3
ACH-000997,Irinotecan,188130,3,1,2,3
ACH-000997,LJI308,188130,3,1,2,3
ACH-000997,Methotrexate,188130,3,1,2,3
ACH-000997,Oxaliplatin,188130,3,1,2,3
ACH-000997,Paclitaxel,188130,3,1,2,3
ACH-000997,Rapamycin,250840,4,2,2,3
ACH-000997,Retinoic acid,250840,4,2,2,3
ACH-000997,Ribociclib,188130,1,1,0,3
ACH-000997,Temsirolimus,250840,4,2,2,3
ACH-000997,Trametinib,376260,6,2,4,3
ACH-000997,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-000997,Vismodegib,188130,3,1,2,3
ACH-000997,crizotinib,188130,3,1,2,3
ACH-000997,olaparib,250840,4,2,2,3
ACH-000997,palbociclib,188130,3,1,2,3
ACH-000997,venetoclax,188130,3,1,2,3
ACH-001021,5-Azacytidine,188130,3,1,2,3
ACH-001021,5-Fluorouracil,188130,3,1,2,3
ACH-001021,AZD-8055,188130,3,1,2,3
ACH-001021,Afatinib,564390,7,3,4,3
ACH-001021,Alpelisib,188130,3,1,2,3
ACH-001021,Bicalutamide,188130,3,1,2,3
ACH-001021,Bortezomib,188130,3,1,2,3
ACH-001021,Capivasertib,188130,3,1,2,3
ACH-001021,Cytarabine,376260,4,2,2,3
ACH-001021,Dabrafenib,188130,3,1,2,3
ACH-001021,Dinaciclib,188130,3,1,2,3
ACH-001021,Docetaxel,250840,4,2,2,3
ACH-001021,Erlotinib,188130,3,1,2,3
ACH-001021,Fulvestrant,188130,3,1,2,3
ACH-001021,Gefitinib,188130,3,1,2,3
ACH-001021,Gemcitabine,188130,3,1,2,3
ACH-001021,Ipatasertib,188130,3,1,2,3
ACH-001021,Irinotecan,188130,3,1,2,3
ACH-001021,LJI308,188130,3,1,2,3
ACH-001021,Methotrexate,188130,3,1,2,3
ACH-001021,Oxaliplatin,188130,3,1,2,3
ACH-001021,Paclitaxel,188130,3,1,2,3
ACH-001021,Rapamycin,250840,4,2,2,3
ACH-001021,Retinoic acid,250840,4,2,2,3
ACH-001021,Ribociclib,188130,1,1,0,3
ACH-001021,Temsirolimus,250840,4,2,2,3
ACH-001021,Trametinib,376260,6,2,4,3
ACH-001021,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-001021,Vismodegib,188130,3,1,2,3
ACH-001021,crizotinib,188130,3,1,2,3
ACH-001021,olaparib,250840,4,2,2,3
ACH-001021,palbociclib,188130,3,1,2,3
ACH-001021,venetoclax,188130,3,1,2,3
ACH-001039,5-Azacytidine,188130,3,1,2,3
ACH-001039,5-Fluorouracil,188130,3,1,2,3
ACH-001039,AZD-8055,188130,3,1,2,3
ACH-001039,Afatinib,564390,7,3,4,3
ACH-001039,Alpelisib,188130,3,1,2,3
ACH-001039,Bicalutamide,188130,3,1,2,3
ACH-001039,Bortezomib,188130,3,1,2,3
ACH-001039,Capivasertib,188130,3,1,2,3
ACH-001039,Cytarabine,376260,4,2,2,3
ACH-001039,Dabrafenib,188130,3,1,2,3
ACH-001039,Dinaciclib,188130,3,1,2,3
ACH-001039,Docetaxel,250840,4,2,2,3
ACH-001039,Erlotinib,188130,3,1,2,3
ACH-001039,Fulvestrant,188130,3,1,2,3
ACH-001039,Gefitinib,188130,3,1,2,3
ACH-001039,Gemcitabine,188130,3,1,2,3
ACH-001039,Ipatasertib,188130,3,1,2,3
ACH-001039,Irinotecan,188130,3,1,2,3
ACH-001039,LJI308,188130,3,1,2,3
ACH-001039,Methotrexate,188130,3,1,2,3
ACH-001039,Oxaliplatin,188130,3,1,2,3
ACH-001039,Paclitaxel,188130,3,1,2,3
ACH-001039,Rapamycin,250840,4,2,2,3
ACH-001039,Retinoic acid,250840,4,2,2,3
ACH-001039,Ribociclib,188130,1,1,0,3
ACH-001039,Temsirolimus,250840,4,2,2,3
ACH-001039,Trametinib,376260,6,2,4,3
ACH-001039,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-001039,Vismodegib,188130,3,1,2,3
ACH-001039,crizotinib,188130,3,1,2,3
ACH-001039,olaparib,250840,4,2,2,3
ACH-001039,palbociclib,188130,3,1,2,3
ACH-001039,venetoclax,188130,3,1,2,3
ACH-001190,5-Azacytidine,188130,3,1,2,3
ACH-001190,5-Fluorouracil,188130,3,1,2,3
ACH-001190,AZD-8055,188130,3,1,2,3
ACH-001190,Afatinib,564390,7,3,4,3
ACH-001190,Alpelisib,188130,3,1,2,3
ACH-001190,Bicalutamide,188130,3,1,2,3
ACH-001190,Bortezomib,188130,3,1,2,3
ACH-001190,Capivasertib,188130,3,1,2,3
ACH-001190,Cytarabine,376260,4,2,2,3
ACH-001190,Dabrafenib,188130,3,1,2,3
ACH-001190,Dinaciclib,188130,3,1,2,3
ACH-001190,Docetaxel,250840,4,2,2,3
ACH-001190,Erlotinib,188130,3,1,2,3
ACH-001190,Fulvestrant,188130,3,1,2,3
ACH-001190,Gefitinib,188130,3,1,2,3
ACH-001190,Gemcitabine,188130,3,1,2,3
ACH-001190,Ipatasertib,188130,3,1,2,3
ACH-001190,Irinotecan,188130,3,1,2,3
ACH-001190,LJI308,188130,3,1,2,3
ACH-001190,Methotrexate,188130,3,1,2,3
ACH-001190,Oxaliplatin,188130,3,1,2,3
ACH-001190,Paclitaxel,188130,3,1,2,3
ACH-001190,Rapamycin,250840,4,2,2,3
ACH-001190,Retinoic acid,250840,4,2,2,3
ACH-001190,Ribociclib,188130,1,1,0,3
ACH-001190,Temsirolimus,250840,4,2,2,3
ACH-001190,Trametinib,376260,6,2,4,3
ACH-001190,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-001190,Vismodegib,188130,3,1,2,3
ACH-001190,crizotinib,188130,3,1,2,3
ACH-001190,olaparib,250840,4,2,2,3
ACH-001190,palbociclib,188130,3,1,2,3
ACH-001190,venetoclax,188130,3,1,2,3
ACH-001333,5-Azacytidine,188130,3,1,2,3
ACH-001333,5-Fluorouracil,188130,3,1,2,3
ACH-001333,AZD-8055,188130,3,1,2,3
ACH-001333,Afatinib,564390,7,3,4,3
ACH-001333,Alpelisib,188130,3,1,2,3
ACH-001333,Bicalutamide,188130,3,1,2,3
ACH-001333,Bortezomib,188130,3,1,2,3
ACH-001333,Capivasertib,188130,3,1,2,3
ACH-001333,Cytarabine,376260,4,2,2,3
ACH-001333,Dabrafenib,188130,3,1,2,3
ACH-001333,Dinaciclib,188130,3,1,2,3
ACH-001333,Docetaxel,250840,4,2,2,3
ACH-001333,Erlotinib,188130,3,1,2,3
ACH-001333,Fulvestrant,188130,3,1,2,3
ACH-001333,Gefitinib,188130,3,1,2,3
ACH-001333,Gemcitabine,188130,3,1,2,3
ACH-001333,Ipatasertib,188130,3,1,2,3
ACH-001333,Irinotecan,188130,3,1,2,3
ACH-001333,LJI308,188130,3,1,2,3
ACH-001333,Methotrexate,188130,3,1,2,3
ACH-001333,Oxaliplatin,188130,3,1,2,3
ACH-001333,Paclitaxel,188130,3,1,2,3
ACH-001333,Rapamycin,250840,4,2,2,3
ACH-001333,Retinoic acid,250840,4,2,2,3
ACH-001333,Ribociclib,188130,1,1,0,3
ACH-001333,Temsirolimus,250840,4,2,2,3
ACH-001333,Trametinib,376260,6,2,4,3
ACH-001333,Trametinib (DMSO_TF solvate),188130,3,1,2,3
ACH-001333,Vismodegib,188130,3,1,2,3
ACH-001333,crizotinib,188130,3,1,2,3
ACH-001333,olaparib,250840,4,2,2,3
ACH-001333,palbociclib,188130,3,1,2,3
ACH-001333,venetoclax,188130,3,1,2,3
NA,5-Azacytidine,188130,3,1,2,3
NA,5-Fluorouracil,188130,3,1,2,3
NA,AZD-8055,188130,3,1,2,3
NA,Afatinib,564390,7,3,4,3
NA,Alpelisib,188130,3,1,2,3
NA,Bicalutamide,188130,3,1,2,3
NA,Bortezomib,188130,3,1,2,3
NA,Capivasertib,188130,3,1,2,3
NA,Cytarabine,376260,4,2,2,3
NA,Dabrafenib,188130,3,1,2,3
NA,Dinaciclib,188130,3,1,2,3
NA,Docetaxel,250840,4,2,2,3
NA,Erlotinib,188130,3,1,2,3
NA,Fulvestrant,188130,3,1,2,3
NA,Gefitinib,188130,3,1,2,3
NA,Gemcitabine,188130,3,1,2,3
NA,Ipatasertib,188130,3,1,2,3
NA,Irinotecan,188130,3,1,2,3
NA,LJI308,188130,3,1,2,3
NA,Methotrexate,188130,3,1,2,3
